sent_no,parag_no,sent_raw,char_len,token_len,sent_clean,nlptown,robertalg15,distillbertsst,bertsst_pol,bertsst_prob,bertsst
137,16,If I was to choose from the middle of each scale I might devise the soul of blandness.,86,18,if i was to choose from the middle of each scale i might devise the soul of blandness,2.255993709138379,-0.9976475834846497,-0.9909771680831909,Negative,0.97,-0.97
138,16,Extraversion appeared to include its antonym.,45,6,extraversion appeared to include its antonym,2.3208797044486866,-0.9359012842178345,-0.9982669949531555,Negative,0.87,-0.87
139,16,"There was a long adjectival list with boxes to tick: outgoing, shy, excitable, talkative, withdrawn, boastful, modest, bold, energetic, moody.",142,20,there was a long adjectival list with boxes to tick outgoing shy excitable talkative withdrawn boastful modest bold energetic moody,4.228117119463303,0.9945802092552185,-0.998839259147644,Positive,0.86,0.86
140,16,"I wanted none of them, not for him, not for myself.",51,11,i wanted none of them not for him not for myself,0.2467972036238287,-0.9994354844093323,0.9970699548721313,Negative,0.96,-0.96
141,17,"Apart from my moments of crazed decisions, I passed most of my life, especially when alone, in a state of mood neutrality, with my personality, whatever that was, in suspension.",177,30,apart from my moments of crazed decisions i passed most of my life especially when alone in a state of mood neutrality with my personality whatever that was in suspension,1.3177178592816428,0.9694929122924805,-0.9994536638259888,Negative,0.95,-0.95
142,17,"Not bold, not withdrawn.",24,4,not bold not withdrawn,0.22901735406413762,-0.9972429275512695,0.9931685924530029,Positive,0.76,0.76
143,17,"Simply here, neither content nor morose, but carrying out tasks, thinking about dinner or sex, staring at the screen, taking a shower.",134,22,simply here neither content nor morose but carrying out tasks thinking about dinner or sex staring at the screen taking a shower,2.316071622486992,0.9978222250938416,-0.9956016540527344,Positive,0.76,0.76
144,17,"Intermittent regrets about the past, occasional forebodings about the future, barely aware of the present, except in the obvious sensory realm.",143,21,intermittent regrets about the past occasional forebodings about the future barely aware of the present except in the obvious sensory realm,1.2917663953060985,0.9898020625114441,-0.9993818998336792,Negative,0.88,-0.88
145,17,"Psychology, once so interested in the trillion ways the mind goes awry, was now drawn to what it considered the common emotions, from grief to joy.",147,26,psychology once so interested in the trillion ways the mind goes awry was now drawn to what it considered the common emotions from grief to joy,4.287089599687981,0.9980592727661133,-0.9980828166007996,Positive,0.9,0.9
146,17,"But it had overlooked a vast domain of everyday existence: absent illness, famine, war or other stresses, a lot of life is lived in the neutral zone, a familiar garden, but a grey one, unremarkable, immediately forgotten, hard to describe.",239,40,but it had overlooked a vast domain of everyday existence absent illness famine war or other stresses a lot of life is lived in the neutral zone a familiar garden but a grey one unremarkable immediately forgotten hard to describe,1.271177974184998,-0.9875243306159973,-0.9988701343536377,Negative,0.87,-0.87
147,17,"At the time, I was not to know that these graded options would have little effect on Adam.",90,18,at the time i was not to know that these graded options would have little effect on adam,1.270417322114734,-0.9994685053825378,-0.9813399314880371,Negative,0.96,-0.96
148,17,"The real determinant was what was known as ""machine learning.""",62,10,the real determinant was what was known as machine learning,4.220123402433932,0.9837355017662048,0.9983998537063599,Negative,0.75,-0.75
149,17,"The user's handbook merely granted an illusion of influence and control, the kind of illusion parents have in relation to their children's personalities.",153,23,the users handbook merely granted an illusion of influence and control the kind of illusion parents have in relation to their childrens personalities,1.2142222553949003,-0.9986722469329834,0.9729834198951721,Negative,0.54,-0.54
150,17,It was a way of binding me to my purchase and providing legal protection for the manufacturer.,94,17,it was a way of binding me to my purchase and providing legal protection for the manufacturer,4.261706190718357,0.9987034797668457,-0.9934509992599487,Positive,0.89,0.89
151,17,"""Take your time,"" the manual advised.",37,6,take your time the manual advised,3.19882936858433,0.9956388473510742,-0.9702903628349304,Positive,0.5,0.5
152,17,"""Choose carefully.",18,2,choose carefully,2.2517816258449774,-0.9957662224769592,-0.9899079203605652,Positive,0.83,0.83
153,17,"Allow yourself several weeks, if necessary.""",44,6,allow yourself several weeks if necessary,2.3025998120418287,0.9881762862205505,-0.9843867421150208,Positive,0.62,0.62
154,18,I let half an hour pass before I checked on him again.,54,12,i let half an hour pass before i checked on him again,0.27887116864454364,-0.9994296431541443,0.9981909990310669,Negative,0.85,-0.85
155,18,No change.,10,2,no change,0.4255278722836877,-0.9978424310684204,0.9964690804481506,Negative,0.96,-0.96
156,18,"Still at the table, arms pushed out straight before him, eyes closed.",69,12,still at the table arms pushed out straight before him eyes closed,1.2175568649454513,-0.9982253909111023,-0.9990960359573364,Negative,0.77,-0.77
157,18,"But I thought his hair, deepest black, was bulked out a little and had acquired a certain shine, as though he would just had a shower.",134,26,but i thought his hair deepest black was bulked out a little and had acquired a certain shine as though he would just had a shower,2.2893318814115577,0.9943981170654297,-0.9984126091003418,Negative,0.81,-0.81
158,18,"Stepping closer, I saw to my delight that though he was not breathing, there was, by his left breast, a regular pulse, steady and calm, about one a second by my inexperienced guess.",181,33,stepping closer i saw to my delight that though he was not breathing there was by his left breast a regular pulse steady and calm about one a second by my inexperienced guess,2.2000840704050075,0.9983149766921997,0.9940130114555359,Positive,0.64,0.64
159,18,How reassuring.,15,2,how reassuring,4.319833303751183,0.9985664486885071,0.9952725768089294,Positive,0.99,0.99
160,18,"He had no blood to pump around, but this simulation had an effect.",66,13,he had no blood to pump around but this simulation had an effect,3.2588399717763314,-0.994412362575531,-0.9954550862312317,Positive,0.95,0.95
161,18,My doubts faded just a little.,30,6,my doubts faded just a little,2.3204616874300865,0.820378303527832,0.9894802570343018,Negative,0.88,-0.88
162,18,"I felt protective towards Adam, even as I knew how absurd it was.",65,13,i felt protective towards adam even as i knew how absurd it was,1.3070064760687283,-0.9981881976127625,-0.9724510908126831,Negative,0.8,-0.8
163,18,"I stretched out my hand and laid it over his heart and felt against my palm its calm, iambic tread.",99,20,i stretched out my hand and laid it over his heart and felt against my palm its calm iambic tread,4.321541346502045,0.9987166523933411,-0.9994596838951111,Positive,0.91,0.91
164,18,I sensed I was violating his private space.,43,8,i sensed i was violating his private space,0.24238990018965006,-0.9994681477546692,0.9954327940940857,Negative,0.96,-0.96
165,18,These vital signs were easy to believe in.,42,8,these vital signs were easy to believe in,4.259216081265629,0.9984765648841858,0.988060712814331,Positive,0.98,0.98
166,18,"The warmth of his skin, the firmness and yield of the muscle below it--my reason said plastic or some such, but my touch responded to flesh.",140,26,the warmth of his skin the firmness and yield of the muscle below itmy reason said plastic or some such but my touch responded to flesh,3.2646304951901857,0.9987972974777222,-0.9973746538162231,Positive,0.88,0.88
167,19,"It was eerie, to be standing by this naked man, struggling between what I knew and what I felt.",95,19,it was eerie to be standing by this naked man struggling between what i knew and what i felt,4.326836519338199,-0.9894875288009644,-0.9973989725112915,Positive,0.87,0.87
168,19,"I walked behind him, partly to be out of range of eyes that could open at any moment and find me looming over him.",114,24,i walked behind him partly to be out of range of eyes that could open at any moment and find me looming over him,1.24277145920141,-0.9964028596878052,-0.9859126210212708,Negative,0.85,-0.85
169,19,He was muscular around his neck and spine.,42,8,he was muscular around his neck and spine,2.264489365750746,0.9958031177520752,0.9979130625724792,Positive,0.85,0.85
170,19,Dark hair grew along the line of his shoulders.,47,9,dark hair grew along the line of his shoulders,1.2724907523804676,0.987932562828064,0.9554783701896667,Positive,0.93,0.93
171,19,His buttocks displayed muscular concavities.,44,5,his buttocks displayed muscular concavities,2.2547753187244495,0.990462064743042,-0.9969937205314636,Negative,0.51,-0.51
172,19,"Below them, an athlete's knotted calves.",40,6,below them an athletes knotted calves,1.2113081946218993,-0.9911098480224609,0.990788459777832,Positive,0.6,0.6
173,19,I had not wanted a superman.,28,6,i had not wanted a superman,1.232974443444468,-0.9978581666946411,0.9984842538833618,Negative,0.96,-0.96
174,19,I regretted once more that I would been too late for an Eve.,60,13,i regretted once more that i would been too late for an eve,1.2455331051284535,-0.9993817210197449,-0.9970345497131348,Negative,0.93,-0.93
175,20,"On my way out of the room I paused to look back and experienced one of those moments that can derange the emotional life: a startling realisation of the obvious, an absurd leap of understanding into what one already knows.",222,40,on my way out of the room i paused to look back and experienced one of those moments that can derange the emotional life a startling realisation of the obvious an absurd leap of understanding into what one already knows,4.247693409349725,0.9986458420753479,-0.9990503191947937,Positive,0.96,0.96
