,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_medianiqr,jockers_rinker_lnorm_medianiqr,jockers_medianiqr,jockers_lnorm_medianiqr,huliu_medianiqr,huliu_lnorm_medianiqr,lmcd_medianiqr,lmcd_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,senticnet_medianiqr,senticnet_lnorm_medianiqr,sentiword_medianiqr,sentiword_lnorm_medianiqr,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100,mean_roll100,jockers_rinker_roll100_stand,jockers_roll100_stand,huliu_roll100_stand,senticnet_roll100_stand,sentiword_roll100_stand,nrc_roll100_stand,lmcd_roll100_stand
55,56,What art Thou to me?,0.268328157299975,0.268328157299975,0.0,0.0,0.4472135954999579,0.0469574275274956,0.111803398874989,what art thou to me,19,5,0.8035432895351693,5.143545632376793,0.8507068227721669,5.535475634950424,0.0,0.0,0.0,0.0,1.3267268300719068,7.706015699274062,-0.2503135036448875,0.2438052811724377,0.4499898980647417,2.8674812593264205,,,,,,,,,,,,,,,
56,57,"In Thy pity, teach me to utter it.",-0.0353553390593274,-0.0353553390593274,-0.353553390593274,0.0,0.353553390593274,0.276832304834533,-0.0441941738241592,in thy pity teach me to utter it,32,8,-0.170014902243459,-0.4690869546307653,-0.1864794503715229,-0.512257627753535,-1.0202077298211092,-5.2612984844094095,0.0,0.0,1.048869653970601,3.8104398279198866,0.2661666622805373,1.7247155494021702,-0.28081453838377124,-0.7830695087633945,,,,,,,,,,,,,,,
57,58,"Or what am I to Thee that Thou demandest my love, and, if I give it not, art wroth with me, and threatenest me with grievous woes?",0.16358257627039402,0.16358257627039402,0.0,0.0,0.19245008972987498,-0.12547745850387898,0.0441031455630964,or what am i to thee that thou demandest my love and if i give it not art wroth with me and threatenest me with grievous woes,125,27,0.4677465811644645,0.5445983282330382,0.49296371154361496,0.5800102355090846,0.0,0.0,0.0,0.0,0.570932324203894,0.6151006008029762,-0.6377381739356831,-0.5803892910509763,0.1328333897103691,0.15473256193983814,,,,,,,,,,,,,,,
58,59,Is it then a slight woe to love Thee not?,-0.39528470752104705,-0.39528470752104705,-0.6324555320336761,0.0,-0.6324555320336761,-0.7320672783289799,-0.296463530640786,is it then a slight woe to love thee not,40,10,-1.3238878960956706,-3.8649011328253158,-1.4157652190920187,-4.17132100684752,-1.825003068040591,-7.531237937986732,0.0,0.0,-1.8762750766519563,-5.454419489311147,-2.000617034218822,-4.6070763653384175,-1.462625011147688,-3.943871647797187,,,,,,,,,,,,,,,
59,60,Oh!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oh,2,1,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-0.35581689855671406,-0.3072560763886074,-0.07377735352859535,-0.05942664949254208,,,,,,,,,,,,,,,
60,61,"for Thy mercies' sake, tell me, O Lord my God, what Thou art unto me.",0.154919333848297,0.154919333848297,0.0,0.0,0.516397779494322,0.41260182581596294,0.0,for thy mercies sake tell me o lord my god what thou art unto me,64,15,0.4399736836296646,0.9574880980935635,0.463375682464537,1.0249079116541415,0.0,0.0,0.0,0.0,1.5319721849662278,2.9699989199414185,0.5712120223719928,1.3089020115231087,-0.07377735352859535,-0.05942664949254208,,,,,,,,,,,,,,,
61,62,"Say unto my soul, I am thy salvation.",0.353553390593274,0.353553390593274,0.0,0.0,0.353553390593274,0.36557420587344497,-0.0441941738241592,say unto my soul i am thy salvation,35,8,1.0767610475419072,4.231589941962969,1.1417810601179286,4.552823612476177,0.0,0.0,0.0,0.0,1.048869653970601,3.8104398279198866,0.46555091996910775,2.376088318333827,-0.28081453838377124,-0.7830695087633945,,,,,,,,,,,,,,,
62,63,"So speak, that I may hear.",0.0,0.0,0.0,0.0,0.0,-0.307002714428825,0.0,so speak that i may hear,24,6,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-1.0455869801997382,-3.3105727703974983,-0.07377735352859535,-0.05942664949254208,,,,,,,,,,,,,,,
63,64,"Behold, Lord, my heart is before Thee; open Thou the ears thereof, and say unto my soul, I am thy salvation.",0.218217890235992,0.218217890235992,0.0,0.0,0.218217890235992,0.128093901568528,-0.0636468846521644,behold lord my heart is before thee open thou the ears thereof and say unto my soul i am thy salvation,102,21,0.6428982048426667,0.9638108654079638,0.6795625829125369,1.0317208304773249,0.0,0.0,0.0,0.0,0.647376405124974,0.8966375399369599,-0.06801702972727666,0.05119986914726462,-0.37194497796742415,-0.45674889023295817,,,,,,,,,,,,,,,
64,65,"After this voice let me haste, and take hold on Thee.",-0.18090680674665802,-0.18090680674665802,-0.30151134457776396,0.0,0.0,0.14653451346479301,-0.122488983734716,after this voice let me haste and take hold on thee,51,11,-0.6366284172721048,-1.63254255119953,-0.6835890599849606,-1.7659062502085219,-0.8700360753175665,-3.264275376113555,0.0,0.0,0.0,0.0,-0.02658488018782051,0.47524689335870657,-0.6476035431324352,-1.5185818588497713,,,,,,,,,,,,,,,
65,66,Hide not Thy face from me.,0.0,0.0,0.0,0.0,0.0,-0.269035623415686,0.280670699693906,hide not thy face from me,25,6,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-0.9602829674433541,-2.9391519558458694,1.2410853649637854,6.065690265400523,,,,,,,,,,,,,,,
66,67,"Let me dieâ""lest I dieâ""only let me see Thy face.",-0.259807621135332,-0.259807621135332,-0.346410161513775,0.0,-0.346410161513775,0.0119511505722252,-0.17609183210283605,let me dieâlest i dieâonly let me see thy face,48,10,-0.889571152412429,-2.5545822618383616,-0.9530631756509896,-2.7594240230398697,-0.9995953478819656,-4.1250289045740205,0.0,0.0,-1.0276781835670092,-2.987508592391519,-0.32896519426064985,-0.23706061590573202,-0.8987177028972618,-2.366688642142031,,,,,,,,,,,,,,,
67,68,"Narrow is the mansion of my soul; enlarge Thou it, that Thou mayest enter in.",0.0,0.0,0.0,0.0,0.0,-0.324297805522434,0.0215165741455968,narrow is the mansion of my soul enlarge thou it that thou mayest enter in,74,15,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-1.0844453870964235,-1.5775280153229725,0.027021701038113136,0.12858476192073603,,,,,,,,,,,,,,,
68,69,It is ruinous; repair Thou it.,-0.20412414523193198,-0.20412414523193198,-0.40824829046386296,0.0,-0.40824829046386296,0.0391918358845308,0.0255155181539914,it is ruinous repair thou it,28,6,-0.7110592979245473,-3.330004989548055,-0.7628844614952417,-3.5949588189362163,-1.178034414883108,-8.096929414658414,0.0,0.0,-1.211130354129511,-5.864115563276917,-0.2677611434533494,0.07614605476146326,0.04575562087980265,0.49740216095228085,,,,,,,,,,,,,,,
69,70,It has that within which must offend Thine eyes; I confess and know it.,-0.33407655239053,-0.33407655239053,-0.534522483824849,-0.534522483824849,-0.26726124191242395,-0.19296261666077,-0.0501114828585796,it has that within which must offend thine eyes i confess and know it,69,14,-1.1276648495838886,-2.3503760474655135,-1.206717776386372,-2.539387401014701,-1.542409107847102,-4.547767911812255,-0.534522483824849,-0.03815292532654169,-0.7928709320367355,-1.6468364255188845,-0.7893630321659285,-1.1170386585738328,-0.3085354549298972,-0.528554154530893,,,,,,,,,,,,,,,
70,71,But who shall cleanse it?,0.8049844718999242,0.8049844718999242,0.0,0.0,1.00623058987491,0.63392527162119,-0.754672942406179,but who shall cleanse it,24,5,2.523973136767811,15.514142279738488,2.6835774580614618,16.710018298498376,0.0,0.0,0.0,0.0,2.985135367661804,17.338535323366717,1.0684789327529425,7.132072250685494,-3.6092063017836358,-19.81605503402062,,,,,,,,,,,,,,,
71,72,"or to whom should I cry, save Thee?",-0.0883883476483184,-0.0883883476483184,-0.353553390593274,0.0,0.0,-0.00742462120245875,-0.121533978016438,or to whom should i cry save thee,33,8,-0.3400298044869177,-1.110088349620819,-0.3676058836200842,-1.2029505241484946,-1.0202077298211092,-5.2612984844094095,0.0,0.0,0.0,0.0,-0.37249844999679355,-0.36175339968567816,-0.64312961188033,-2.0494445124873897,,,,,,,,,,,,,,,
72,73,"Lord, cleanse me from my secret faults, and spare Thy servant from the power of the enemy.",-0.16977493752543302,-0.16977493752543302,-0.48507125007266605,-0.24253562503633302,-0.24253562503633302,0.363318366304427,-0.161690416690889,lord cleanse me from my secret faults and spare thy servant from the power of the enemy,87,17,-0.600941517588529,-1.0080582790620882,-0.6455697995078457,-1.0930109116852718,-1.3997134577261685,-3.399160503783657,-0.24253562503633302,-0.01425841417027237,-0.7195186466194832,-1.230903036910991,0.460482526203958,0.9485322042967255,-0.8312511513856794,-1.306154738064859,,,,,,,,,,,,,,,
73,74,"I believe, and therefore do I speak.",0.0,0.0,0.0,0.0,0.0,0.31408847707066806,0.110239637961025,i believe and therefore do i speak,34,7,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,0.3498733911048626,2.3270569083500714,0.442664121171574,2.003156844060845,,,,,,,,,,,,,,,
74,75,"Lord, Thou knowest.",0.0,0.0,0.0,0.0,0.0,0.0588897274573418,0.0,lord thou knowest,17,3,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-0.22350415275002036,0.8430315166944446,-0.07377735352859535,-0.05942664949254208,,,,,,,,,,,,,,,
75,76,"Have I not confessed against myself my transgressions unto Thee, and Thou, my God, hast forgiven the iniquity of my heart?",0.196396101212393,0.196396101212393,-0.218217890235992,0.43643578047198495,0.218217890235992,0.0202942637919473,0.19094065395649304,have i not confessed against myself my transgressions unto thee and thou my god hast forgiven the iniquity of my heart,118,21,0.5729412209502853,0.8632545097367622,0.6050334751340358,0.9233691777472373,-0.6296858814744701,-1.2380402113606326,0.43643578047198495,0.020772764420370533,0.647376405124974,0.8966375399369599,-0.31021998577794474,-0.2504649299919533,0.8207255197878903,1.1325400727287052,,,,,,,,,,,,,,,
76,77,"I contend not in judgment with Thee, who art the truth; I fear to deceive myself; lest mine iniquity lie unto itself.",-0.0319801074533416,-0.0319801074533416,-0.639602149066831,-0.426401432711221,-0.426401432711221,-0.0341121146168977,-0.177667263629675,i contend not in judgment with thee who art the truth i fear to deceive myself lest mine iniquity lie unto itself,113,22,-0.1591944776285178,-0.18242386184128936,-0.1749518437271786,-0.20337193203461626,-1.8456252262019404,-3.463859932905886,-0.426401432711221,-0.01937307736080059,-1.2649843986219578,-1.672442634429765,-0.4324595957657277,-0.39837781267141775,-0.9060981533056485,-1.1181418500121496,,,,,,,,,,,,,,,
77,78,"Therefore I contend not in judgment with Thee; for if Thou, Lord, shouldest mark iniquities, O Lord, who shall abide it?",0.16366341767699402,0.16366341767699402,0.218217890235992,0.218217890235992,0.0,0.19421392231003304,-0.027277236279499,therefore i contend not in judgment with thee for if thou lord shouldest mark iniquities o lord who shall abide it,114,21,0.4680057451117118,0.7124199762299576,0.4932398134662823,0.7608416986521035,0.6296858814744701,1.2380402113606326,0.218217890235992,0.010386382210185244,0.0,0.0,0.0805406538422605,0.23622908805249074,-0.2015634782880933,-0.22970760980986304,,,,,,,,,,,,,,,
78,79,"Yet suffer me to speak unto Thy mercy, me, dust and ashes.",-0.18763883748662805,-0.18763883748662805,-0.288675134594813,-0.288675134594813,-0.577350269189626,-0.265003773558038,-0.252590742770461,yet suffer me to speak unto thy mercy me dust and ashes,55,12,-0.6582101750981837,-1.5543556703660812,-0.7065813198791798,-1.6816581914601003,-0.8329961232349726,-2.8650804423248686,-0.288675134594813,-0.024036231023714653,-1.712796972611685,-4.150008466533326,-0.9512242546868354,-1.6045621087208253,-1.2570934284426638,-2.817883533526157,,,,,,,,,,,,,,,
79,80,"Yet suffer me to speak, since I speak to Thy mercy, and not to scornful man.",0.1875,0.1875,0.25,-0.25,0.0,0.22325,-0.125,yet suffer me to speak since i speak to thy mercy and not to scornful man,73,16,0.5444218173144357,1.092096162384728,0.5746501511384698,1.169951018471134,0.7213958039754389,1.8613117856177943,-0.25,-0.015615240474703309,0.0,0.0,0.14577857109020395,0.5125922649718545,-0.6593669430040663,-1.0834514118437266,,,,,,,,,,,,,,,
80,81,"Thou too, perhaps, despisest me, yet wilt Thou return and have compassion upon me.",0.13363062095621198,0.13363062095621198,0.0,0.0,0.26726124191242395,0.181470383258536,-0.442651431917453,thou too perhaps despisest me yet wilt thou return and have compassion upon me,78,14,0.3717256521199412,0.8816966511605181,0.390667217733074,0.9432409848528943,0.0,0.0,0.0,0.0,0.7928709320367355,1.6468364255188845,0.05190862044696602,0.45429845727312207,-2.147473915906761,-4.203386277331309,,,,,,,,,,,,,,,
81,82,"For what would I say, O Lord my God, but that I know not whence I came into this dying life (shall I call it?) or living death.",0.531512540169226,0.531512540169226,0.850420064270761,0.0,1.03940230077537,0.684966116210972,0.271661964975382,for what would i say o lord my god but that i know not whence i came into this dying life shall i call it or living death,121,28,1.6472681378140823,1.7954016010424667,1.7495743361217075,1.927777872318119,2.4539578639258,3.619018805074143,0.0,0.0,3.083544269568798,3.203488597408223,1.1831569010090996,1.130513754104911,1.198881994839674,1.2126330868220825,,,,,,,,,,,,,,,
82,83,"Then immediately did the comforts of Thy compassion take me up, as I heard (for I remember it not) from the parents of my flesh, out of whose substance Thou didst sometime fashion me.",0.30012252399939,0.30012252399939,0.171498585142509,0.0,0.342997170285018,-0.0744303859518488,-0.146488374809226,then immediately did the comforts of thy compassion take me up as i heard for i remember it not from the parents of my flesh out of whose substance thou didst sometime fashion me,178,34,0.9054706794780404,0.8125999834220923,0.959295801426818,0.8687878277388852,0.49487343883812224,0.6010690417239503,0.0,0.0,1.0175530284296084,0.8706358031962805,-0.5230462127673253,-0.435925994866016,-0.7600338916683038,-0.6243484133153413,,,,,,,,,,,,,,,
83,84,Thus there received me the comforts of woman's milk.,0.5333333333333329,0.5333333333333329,0.0,0.0,0.33333333333333304,0.550333333333333,0.0416666666666667,thus there received me the comforts of woman own milk,53,10,1.653105294332965,5.1165862561648305,1.7557929871142235,5.506426322754884,0.0,0.0,0.0,0.0,0.9888837932045311,2.8747314833726065,0.8806655506960834,2.9251441447405897,0.12141917629656178,0.486515290075972,,,,,,,,,,,,,,,
84,85,"For neither my mother nor my nurses stored their own breasts for me; but Thou didst bestow the food of my infancy through them, according to Thine ordinance, whereby Thou distributest Thy riches through the hidden springs of all things.",0.10277402395547199,0.10277402395547199,0.0,0.0,0.19764235376052397,0.168233171520958,0.148231765320393,for neither my mother nor my nurses stored their own breasts for me but thou didst bestow the food of my infancy through them according to thine ordinance whereby thou distributest thy riches through the hidden springs of all things,232,40,0.27280459404262075,0.20693828929836702,0.28528105342459686,0.21617422499269298,0.0,0.0,0.0,0.0,0.5863359614537369,0.4264460376156323,0.02216740907708414,-0.0600401375963051,0.620646475280951,0.42649305099520474,,,,,,,,,,,,,,,
85,86,Thou also gavest me to desire no more than Thou gavest; and to my nurses willingly to give me what Thou gavest them.,0.0792354773416884,0.0792354773416884,0.20851441405707502,0.0,0.20851441405707502,0.23603831671260897,0.108601257321393,thou also gavest me to desire no more than thou gavest and to my nurses willingly to give me what thou gavest them,114,23,0.19734397417640676,0.2916340201054175,0.20488861284006135,0.30743571066280956,0.6016856934766848,1.0801645345594986,0.0,0.0,0.6185895741317422,0.7822977493842146,0.17451121040691,0.29585773906513596,0.43498877200224073,0.5596009493881061,,,,,,,,,,,,,,,
86,87,"For they, with a heaven-taught affection, willingly gave me what they abounded with from Thee.",0.575,0.575,0.75,0.0,0.5,0.47425,0.15625,for they with a heaven taught affection willingly gave me what they abounded with from thee,91,16,1.7866816168653192,3.4353837933415607,1.8980993528944363,3.6948942300801697,2.1641874119263167,5.583935356853384,0.0,0.0,1.4833256898067981,2.696070782188615,0.7097224137839393,1.4343478469717468,0.6582096333157433,1.2206043034464387,,,,,,,,,,,,,,,
87,88,"For this my good from them, was good for them.",0.474341649025257,0.474341649025257,0.6324555320336761,0.6324555320336761,0.6324555320336761,0.540749479888793,0.296463530640786,for this my good from them was good for them,44,10,1.4639878803362696,4.546025438521447,1.5543155741909642,4.891634675205195,1.825003068040591,7.531237937986732,0.6324555320336761,0.06318237083253507,1.8762750766519563,5.454419489311147,0.8591326616947786,2.868853078731987,1.3150703040904972,3.825018348812103,,,,,,,,,,,,,,,
88,89,"Nor, indeed, from them was it, but through them; for from Thee, O God, are all good things, and from my God is all my health.",0.147087101353638,0.147087101353638,0.196116135138184,0.196116135138184,0.588348405414552,0.8099596381206999,0.520933483960801,nor indeed from them was it but through them for from thee o god are all good things and from my god is all my health,117,26,0.4148648640971459,0.5057414326192068,0.4366258454502825,0.5381410882869475,0.5659094279222643,0.8987593558872815,0.196116135138184,0.007540028263674893,1.7454246086165401,1.952750897256657,1.463990873350118,1.5236093018208474,2.3666484466044624,2.5674138216157636,,,,,,,,,,,,,,,
