,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale,transformer_robertalg15_roll100_stdscale,transformer_nlptown_roll100_stdscale,transformer_yelp_roll100_stdscale,transformer_hinglish_roll100_stdscale,transformer_imdb2way_roll100_stdscale,transformer_huggingface_roll100_stdscale,transformer_t5imdb50k_roll100_stdscale,transformer_robertaxml8lang_roll100_stdscale
142,0.403100432333011,0.0898117795301991,0.25635592797601703,-0.6638371171481657,0.1673749574605196,-0.22454440850577695,0.06779306189483321,0.4209674593079289,0.17222611153808573,0.40379922836342214,0.20923661797704982,0.2532231911559811,0.07884777225615978,0.4624093121324755,0.3549795539069087,0.06614171536176494,-0.054409916040176205,0.01138861847012609,0.2343328229463066,0.4261758257598133,0.162120813008513,-0.11219077338623346,-0.7870752940718401,-1.418725834191459,-0.7039878186399751,0.5820794373489998,0.4391931733586922,0.24770290072818443,-0.11219395383896061,-0.5776234070376182
143,0.34729198625428453,0.010374868174058995,0.18084053712832052,-0.8113405941945616,0.1050530857883063,-0.29542593252160637,0.009532678578373003,0.35868273538717715,0.1475382254643555,0.3526763326603815,0.14169053081724095,0.20856825283756927,0.033139612857658526,0.39920493947374547,0.3328616286012746,0.03126153530759382,-0.08258585009787149,-0.0673616568872226,0.21360401096543696,0.3818570978318558,0.17861721513885623,-0.09882019326551571,-0.7872932924604167,-1.449600097793562,-0.7480208402247063,0.5535244703426518,0.4391599248261818,0.24733649454532158,-0.11219395383896061,-0.5964206671286436
144,0.40023846073923003,0.08656945661770343,0.22489054630867278,-0.843448506797535,0.14574408980292816,-0.2745978268211222,0.06468281562639387,0.3658979795425391,0.19135154230441392,0.3685666364392678,0.19301417611073088,0.17627302679360013,0.0223003761244821,0.36555425363155847,0.30850943310193063,0.014832984370499031,-0.09213832967910093,-0.18363719355654792,0.2541979344279731,0.36708418852253655,0.1868654162040278,-0.05870845290336232,-0.7873094260741357,-1.3697854513470906,-0.7460264219007734,0.49053961062744444,0.4391643306480611,0.2472614935885996,-0.11219395383896061,-0.6762640145512412
145,0.3666102945123052,0.06468377695835859,0.16317166417626278,-0.8234478784959147,0.13877863213616523,-0.28963741120538894,0.0599690551875231,0.37933459701254274,0.10360447445523661,0.3618825146998501,0.21208047742065922,0.21253553111157614,0.06239777757479949,0.385412666844923,0.3885464884751173,0.08594078392876565,-0.009004525192326182,-0.2543510919413387,0.29133705589369774,0.3818570978318558,0.25285102472540055,0.021515027820944468,-0.7872720110903922,-1.4191394514640279,-0.7109645254205558,0.42472238937547885,0.44048554547470037,0.2462030784143662,-0.0517551988265844,-0.7289997353934228
146,0.4674947931930795,0.17897565962382525,0.21664130330096837,-0.7353909944079584,0.2348260501562375,-0.1464920312587278,0.12401463322225711,0.48034156148085544,0.18213538954708625,0.39199066430795076,0.30637429849252373,0.17404798854688341,0.019840031658512967,0.3035533748990867,0.3762519199654233,0.04426830238203131,-0.06060252357187108,-0.36600795351336546,0.2706082439128281,0.33753836990389813,0.21161001939954258,-0.01859671254120876,-0.6924783230558941,-1.405394849931291,-0.7064202356913061,0.40470299881063226,0.44099677964325773,0.24703412477058934,-0.0517551988265844,-0.7192249516820336
147,0.4803736653650933,0.19356611273005508,0.18518760033651765,-0.662444606492306,0.2827273433900559,-0.11267879598312695,0.12116032555446445,0.39462342832207137,0.16525685768532145,0.4104652002914853,0.3660104780541051,0.19594623416356094,0.04405409966247897,0.32919924413596413,0.36602195569615625,0.021780927987404827,-0.03579576140837322,-0.4613647913970923,0.3017014618841322,0.36708418852253655,0.244602823660229,0.008144447700226725,-0.6926503439124355,-1.407196089145976,-0.7221283653474839,0.31024556365264944,0.5028567861912605,0.17883579090723506,-0.0517551988265844,-0.7478400141954646
148,0.4996919736231139,0.2154517923893997,0.2235179867844366,-0.7278996122464961,0.2979558659514846,-0.10197115053475556,0.14085389146146665,0.4055301927429677,0.21983255219102932,0.4542147849669495,0.3403399069772997,0.20662229283065506,0.05585919195637794,0.3302608704733406,0.40327572847541876,0.05193757544131199,-0.026619191618346937,-0.4623011540884432,0.32329397436420476,0.36708418852253655,0.2693474268557437,0.021515027820944468,-0.5980340886968196,-1.4635781037485018,-0.6801130853948414,0.3420555414183168,0.5798542253176661,0.17897650534776954,-0.0517551988265844,-0.7560019678668969
149,0.5075623955060111,0.22436818039876227,0.222033916283571,-0.6420135642337725,0.3312162323497179,-0.11425907474479155,0.1628663502235832,0.4424389416915511,0.22355967279141883,0.4555612424885507,0.3236452214462738,0.19756619748463244,0.045845380238420545,0.3117145598053851,0.3648126507743082,0.043720428940499705,-0.05005937858882618,-0.5670038983345145,0.28442745190007435,0.36708418852253655,0.23635462259505746,-0.01859671254120876,-0.5980176170130121,-1.3602642559377787,-0.7301477642452667,0.40604002163048986,0.6546690654022023,0.18801090589598704,-0.0517551988265844,-0.7260481927964768
150,0.47321873638064127,0.1854603054488164,0.20860901234713608,-0.5708832689633231,0.31056469090186406,-0.1504167534534578,0.13520483365865393,0.39613359570342627,0.23136887785890237,0.4598802397353446,0.3243541529026399,0.2396861691380118,0.09241969837298838,0.41444971793123503,0.4138200377002717,0.17315683456688977,0.061858383887259345,-0.4032621057132709,0.32329397436420476,0.47049455368777093,0.3105884321816017,0.10173850854525125,-0.5982346835781515,-1.3617044188666416,-0.8050166443513906,0.4409261090111064,0.6546665724528309,0.17098647395239494,-0.0517551988265844,-0.6987147080974807
151,0.4982609878262235,0.213830630933152,0.2648465253105747,-0.5324858816076032,0.3028892217330407,-0.11347013480772719,0.15738262118696078,0.45035763988352734,0.239355564859738,0.4667121524958515,0.29345165475851814,0.2400525244588198,0.09282479715610281,0.39918508621200144,0.42807745398470026,0.13651752866083053,0.05006601182429781,-0.3497843341239224,0.32502137536261033,0.4557216443784518,0.26109922579057215,0.0883679284245335,-0.5975406370501732,-1.335794187377886,-0.8099615579153309,0.5096767208808094,0.6476374680605708,0.17393625530660634,-0.0517551988265844,-0.6148305594916941
152,0.5118553528966824,0.22923166476750548,0.28895979254784915,-0.5942996216081616,0.37489418130404006,-0.0407585052856566,0.18176822607969362,0.4948688553929486,0.24053455198843252,0.47411235631317067,0.3228779256226032,0.2536817736263321,0.08713921772132924,0.39918508621200144,0.40477993374362586,0.15814551051784256,0.05006601182429781,-0.3416891085371148,0.31983917236739295,0.4557216443784518,0.244602823660229,0.0883679284245335,-0.5975006112562505,-1.3880385042021384,-0.844778234665797,0.4495368194674848,0.6471380264863114,0.12705120996581915,-0.0517551988265844,-0.6695912521729336
153,0.5061314097091207,0.22274701894251434,0.28895979254784915,-0.6389452324694012,0.38485882548812683,-0.06638215593225866,0.15410670951476432,0.4509320197849827,0.21178247878542528,0.4626248861917003,0.364274000400462,0.2541491054952905,0.08765597170488891,0.3983270592814106,0.38020858266304897,0.1790672869366042,0.05078897004633415,-0.39063917511880974,0.3414316848474655,0.4557216443784518,0.23635462259505746,0.11510908866596899,-0.5969711253154658,-1.367326932801351,-0.8465091897635569,0.3801007643112156,0.6296797363082892,0.12648943471707855,-0.0517551988265844,-0.695242546857213
154,0.5097088742013468,0.2105883080206563,0.27323294106562385,-0.5892387767701959,0.32458129727874085,-0.053573745754059515,0.10933923814079405,0.38218068169278824,0.17983573078208398,0.44689404314832715,0.3527947600484121,0.29474541753015476,0.09335039778824512,0.42541758114017136,0.3780791205525682,0.24471719165214506,0.08117092478190917,-0.39063917511880974,0.3474775883418855,0.4557216443784518,0.23635462259505746,0.14185024890740447,-0.6010441085138915,-1.2848735904523279,-0.8846515449808845,0.3532173355404792,0.5656861080810729,0.126518574419607,-0.11219395383896061,-0.6941966935346456
155,0.5275961966624769,0.23085282622375322,0.28844808425181867,-0.564267502898655,0.345012490329404,-0.04090905901595881,0.12562490063390272,0.3946105209085554,0.18092597694410303,0.44895540035401543,0.35698509464437095,0.27193962817523737,0.06813280985948783,0.38481130872442526,0.2868784099648184,0.1279572321227637,0.061278993097438894,-0.5337253755037032,0.33020357835782765,0.4409487350691326,0.21161001939954258,0.15522082902812223,-0.6018432919984663,-1.2374525656203181,-0.8613531065589977,0.415814842946553,0.5652107235833341,0.1266908847199647,-0.11219395383896061,-0.6403254004171144
156,0.5333201398500388,0.23733747204874436,0.2617227154350119,-0.6415271108466646,0.31875430633079876,-0.02756482508536811,0.08390744649487025,0.33513315942750166,0.16364430754800946,0.43107863029257104,0.3362918311272987,0.24923876122130995,0.056577341801231515,0.37120203734917906,0.30421675500053746,0.14595021700863406,-0.005331501941196125,-0.5814037944455668,0.3086110658777554,0.4261758257598133,0.203361818334371,0.0883679284245335,-0.6018619568764614,-1.2432266916238743,-0.8488407174850754,0.39867273992615865,0.5649920737385902,0.1758924410767574,-0.1726327088513372,-0.5888730198758122
157,0.5047004239122304,0.2211258574862668,0.2617227154350119,-0.6192043054160447,0.3360026891998125,-0.06487631567995765,0.09919217039002319,0.3768370124972249,0.20402499702423255,0.4486070978614983,0.33891751665574904,0.2646338042308535,0.0736004688992837,0.36964618114149816,0.3421517099237643,0.1969184207390236,0.029123188544246746,-0.5814037944455668,0.3189754718681903,0.41140291645049415,0.244602823660229,0.11510908866596899,-0.5068915547771345,-1.2191857252758256,-0.8115764252280667,0.4212637621894596,0.565524816788881,0.22822041709149948,-0.11219395383896061,-0.5880918510215424
158,0.5218722534749154,0.24057979496123985,0.2786514818374196,-0.5795529493291133,0.3553688649973847,-0.025507930845497916,0.15502647246185414,0.4064466191025931,0.3318119890375978,0.4659043477244003,0.32736110371293786,0.18413213352296112,0.0007334665183014556,0.2792157216812645,0.25900736439537797,0.10376263960188833,-0.07463497634255668,-0.6387061225215475,0.24987943193195847,0.3227654605945789,0.15387261194334145,0.008144447700226725,-0.4130421447955279,-1.2287635726831885,-0.795823753733595,0.4892919536570448,0.5074447522050857,0.16211629150683765,-0.1726327088513372,-0.5195266220729698
159,0.4760807079744219,0.20491424292378924,0.21656405631310938,-0.6211717391150146,0.31827688480355143,-0.07651419875090043,0.10503432999729552,0.3562819564732279,0.27430784263158337,0.4520441120707796,0.32519494610139804,0.23165162233652006,0.04369978094759923,0.31231745556569535,0.2534909554895369,0.06844943071404706,-0.032962509923677885,-0.4768963810812447,0.2801089494040599,0.35231127921321737,0.203361818334371,0.034885607941662206,-0.40095680959018437,-1.228847065996727,-0.8148665120011206,0.4690879728562814,0.44033710334537746,0.09403183067224685,-0.23307146386371375,-0.6003127375361537
160,0.4782271866697577,0.20734598510816105,0.21781254684080728,-0.6404677234702961,0.33020018140711394,-0.07355495783805716,0.15303194195358344,0.3496152773922894,0.2274526122266828,0.4381515144156791,0.3805670650855826,0.21642368764478148,0.026861434504682053,0.3207742639583741,0.24434550128281676,-0.00038850013578642107,-0.0507764005537256,-0.44726898646623264,0.3189754718681903,0.36708418852253655,0.203361818334371,0.061626768183097695,-0.31598972243112106,-1.3294949299947316,-0.8147484793738887,0.37926759784391956,0.4408432158035478,0.09582429654192706,-0.23307146386371375,-0.589476001673412
161,0.43887507725527125,0.16276404506134767,0.16747242183639996,-0.7131114292784148,0.2940140779572878,-0.1389826868258932,0.0507369651328706,0.26864707240733954,0.1955058642233419,0.43387656947090875,0.3943656309745888,0.25773653898976545,0.08573451339176473,0.37250097316260355,0.2621086415612387,-0.03282666352564528,0.008228412614133295,-0.3157443185182135,0.4226195317725376,0.47049455368777093,0.2693474268557437,0.1685914091488403,-0.3152175902354759,-1.3239284584270814,-0.7592408324190147,0.2914149422201329,0.44290181881241525,0.09583638665842693,-0.23307146386371375,-0.5963360798843295
162,0.5490609836158333,0.28759347719242484,0.2601527170344343,-0.6925202249446949,0.3654314418024448,-0.018896920235734076,0.11887873107431268,0.3855688777407,0.2263344760465661,0.46365379466299156,0.41474617671448866,0.26879085358978355,0.09795786361568459,0.3617714079664666,0.2903493227309725,-0.049734877309929516,0.010894960791473654,-0.3179974213983993,0.4485305467486246,0.4852674629970903,0.3518294375074597,0.18196198926955803,-0.3153408324078202,-1.2982764273113754,-0.7072621002262414,0.3537732116475919,0.4427486785208899,0.0958357572424925,-0.23307146386371375,-0.56260555218358
163,0.6270497095463611,0.3759467765579271,0.31307830801059144,-0.6605115920729927,0.40281721985920044,0.040807248998653275,0.18775701804461148,0.48898307482971926,0.2529399859392879,0.4709577722409494,0.426148701482651,0.22709302646927296,0.05185033339670255,0.3205620947032203,0.3170305216871033,-0.11308832509584618,0.00944820104216057,-0.3781523349097042,0.37684340531478405,0.4261758257598133,0.27759562792091524,0.15522082902812223,-0.31530151400425077,-1.2771504012242367,-0.6547683661901613,0.3526334122516304,0.5195973992908954,0.09607845961676875,-0.23307146386371375,-0.565065639477455
164,0.6234722450541349,0.37189387291730774,0.31307830801059144,-0.6741322869120149,0.35423039827856445,0.014561659109013561,0.16914558402066787,0.4670404718527681,0.18904648993260567,0.46230914730949857,0.41633135538058175,0.18339850748090436,0.0035349535847621657,0.256393459992914,0.3065886052745274,-0.17944511526663298,-0.002208830700310896,-0.48617150579460083,0.377707105813987,0.4261758257598133,0.27759562792091524,0.12847966878668673,-0.315037736948397,-1.1780653385651139,-0.621660946199889,0.3595981541082107,0.534092707500274,0.15132601322172773,-0.1726327088513372,-0.5135577115611986
165,0.6234722450541349,0.37189387291730774,0.31645884588838896,-0.6848666916541969,0.3669616390051614,0.015374863625425101,0.1545733020519246,0.4875955278767651,0.1379316931272598,0.4371397984401015,0.4003167690507085,0.18755545301311324,0.019402549610228813,0.24243980828206943,0.28190965405044016,-0.1643423754881564,-0.014662422951072873,-0.4002014857519866,0.38979891280282747,0.4409487350691326,0.31883663324677325,0.10173850854525125,-0.22012923860729114,-1.1554755053835049,-0.6042059247816828,0.33824430061675304,0.5352848022816308,0.2185351779147108,-0.11219395383896061,-0.5370940346178849
166,0.5991454865069981,0.36054574272357376,0.3025211459060802,-0.7336525613434883,0.3721887926496393,-0.04521816097630019,0.21798164172192724,0.511867918993328,0.14202743005076496,0.4374435071338635,0.39997418026550813,0.18077626913513625,0.011906441369132782,0.2623024629279671,0.26927528419786745,-0.15191719695655884,-0.04091988747942005,-0.3469380547910616,0.4070729227868855,0.4557216443784518,0.40956684496366086,0.12847966878668673,-0.12559958047098196,-1.1269983865166677,-0.6025710882594542,0.3683260258030049,0.5363981654403462,0.22254012075231544,-0.11219395383896061,-0.5394003627235204
167,0.548345490717388,0.3029945110267783,0.2669249371810143,-0.7853679614306968,0.3716746463895267,-0.03328921547254647,0.1886681913265066,0.48727284253886854,0.14117551677067572,0.440186870379395,0.4414651244200132,0.22306367895477835,0.05866590489001654,0.2773779079169436,0.2570442401062623,-0.16346627016825016,-0.009497988738989526,-0.2850515404690025,0.4675319577310882,0.4852674629970903,0.4425596492243471,0.19533256939027577,-0.12574867222093303,-1.233160660453534,-0.564467497839623,0.37423058228963135,0.5364435518510007,0.22409184220282524,-0.11219395383896061,-0.5350440320819273
168,0.6134553444759021,0.376757357286051,0.32452195901077324,-0.7036437923965632,0.39472553705124025,0.014347000118354528,0.25902959386266317,0.5518357249451684,0.10337186496672164,0.4378852504041005,0.40790202694817085,0.24330365981911986,0.0639748377976807,0.29664638803305055,0.29702202717350057,-0.18808439291061943,0.054244245259374685,-0.48258100617547617,0.5089895816928273,0.5443591002343671,0.5085452577457198,0.27555605011458256,-0.22041179701906963,-1.2554049760059711,-0.5642096539951053,0.3420617412216308,0.5356283274822397,0.22255480439049918,-0.11219395383896061,-0.5409687045067587
169,0.6477990036012721,0.4156652322359972,0.37628121669730963,-0.6656511342589171,0.41567087636201533,0.0802779673258954,0.31622724411307396,0.6069761954848951,0.18430362657518634,0.4656272897749043,0.4097766618194596,0.2992439970355728,0.11240868723438421,0.2949098519353652,0.3873297271938908,-0.1317597785317305,0.06845410342949901,-0.5388507752980567,0.5236724901792764,0.5295861909250478,0.46730425241986195,0.26218546999386483,-0.2205317295136568,-1.2574174119909762,-0.5307400807085167,0.4120899892383723,0.5346233051869334,0.15784318262751162,-0.11219395383896061,-0.47289804829950444
170,0.6585313970779503,0.42782394315785527,0.3596420387818259,-0.6706778192590325,0.4839543963360111,0.0924309171366572,0.3791136925202802,0.6812583602686327,0.18607844590870468,0.48612532456419655,0.42455236475216346,0.2681818519267699,0.07806160266972927,0.24760344020241493,0.3394019115084593,-0.2224650669701303,0.01814903157531269,-0.7031510269825245,0.4778963637215227,0.47049455368777093,0.4343114481591755,0.22207372963171126,-0.2204944338487681,-1.2275592218874234,-0.5347507830289244,0.4110437316513424,0.599234947763132,0.1123634446996385,-0.11219395383896061,-0.4769220905284908
171,0.627765202444806,0.3929689718485285,0.3077372739644665,-0.66295942551692,0.4659960019649363,0.06565546831010133,0.3216382156910761,0.6022456284313348,0.20604516341079296,0.49108005491409157,0.4355215551824425,0.21308523127289228,0.032684327766444775,0.17984117016949266,0.33821733947626964,-0.34151920990548623,0.020385781993037026,-0.8103450797182293,0.4683956582302909,0.4409487350691326,0.45080785028951864,0.235444309752429,-0.22042363515401714,-1.169856243401945,-0.45210775961226496,0.46816160980537297,0.6010854896318758,0.1118213474122619,-0.1726327088513372,-0.4506192076725283
172,0.6470835107028271,0.4148546515078734,0.3242952423302935,-0.6967841510338253,0.4933192032166313,0.12979254847540128,0.38069033612123476,0.6880863820185195,0.2252132122127975,0.49563447857354337,0.4344503361959663,0.23473533203293914,0.05662400865564025,0.1609912059100941,0.3376047273963992,-0.36503776463230925,-0.00668061452148563,-0.9228846179633902,0.49862517570239234,0.4261758257598133,0.4755524534850335,0.235444309752429,-0.22018098321730653,-1.1217544928230594,-0.43380234242124144,0.4732928124865626,0.6009450995218493,0.11190182244242006,-0.11219395383896061,-0.3657217996383955
173,0.711477871562896,0.47159530247654474,0.33958817104570554,-0.735399728948776,0.5389925293232962,0.12979254847540128,0.39122887917324184,0.7407873514037498,0.1930889822761049,0.48410062727027403,0.4448353920074823,0.23279384926091207,0.05447720672943548,0.13533006370220724,0.321873436288351,-0.41807732521564756,0.002585794800684483,-0.9549920020447343,0.5141717846880446,0.41140291645049415,0.5085452577457198,0.26218546999386483,-0.22019676739723656,-1.0723213697798415,-0.41702516254349536,0.5034122931289358,0.5368943981767266,0.11196356055979362,-0.11219395383896061,-0.36889366918080446
174,0.6971680135939915,0.4553836879140672,0.3097311923669911,-0.7970712083587933,0.5037123026174778,0.11721117643467023,0.39122887917324184,0.7106485408442318,0.20906235627777536,0.4877822086265025,0.4726915772368444,0.21487677040544143,0.03466532894556538,0.12597484025607966,0.2771014503882593,-0.47283892051159976,-0.031737432328699286,-1.0497359908250392,0.502943678198407,0.41140291645049415,0.5002970566805482,0.26218546999386483,-0.221046871623544,-1.074636956575201,-0.41838260719498455,0.5246740759780727,0.5331316444423903,0.11179856747595059,-0.14241333134514889,-0.4336569501742943
175,0.7064694212737793,0.46592123737967767,0.3250163519455881,-0.834603789692988,0.4914095171076419,0.13029672223223746,0.4085713157918388,0.7158566821978788,0.10683276266708325,0.4724753208436473,0.4653962292674709,0.16330486030264976,-0.009086418892036293,0.06283250569989791,0.25239855318824483,-0.5169595845326552,-0.06147250634915106,-1.18290732364234,0.46321345523507396,0.3818570978318558,0.5002970566805482,0.235444309752429,-0.22104685741891844,-1.028450260158231,-0.4553453697957175,0.553800880219912,0.4727599608950837,0.11139188687414296,-0.14241333134514889,-0.37757700895188057
176,0.6699792834530739,0.42458162024536,0.24536722174892295,-0.8119546929504465,0.46991330680388843,0.11756334518655588,0.3903617388338999,0.6563664133033095,0.00460316905639153,0.44724413314589734,0.45275223297332934,0.20128632744758415,0.04827156758916322,0.08832946744931983,0.31812394255465265,-0.5407478327025258,0.002977352308532221,-1.1406444472557709,0.5245361906784796,0.3966300071411749,0.5580344641367493,0.30229721035601803,-0.3161391039554337,-1.0275809677051841,-0.513967818999199,0.4691754177960531,0.40799436776126635,0.04271570125344924,-0.20285208635752547,-0.46476889511411196
177,0.6935905491017658,0.46754239883592563,0.2188208202476168,-0.7915472598963008,0.4722636897072593,0.15494908973670982,0.4668071259057127,0.7180057665482684,0.008649757136814843,0.4252864434511711,0.4807250733813096,0.22822600056857462,0.07806021314437932,0.10761132042672139,0.3405039775221297,-0.5079886560210399,0.05620363614838144,-1.0684290693598595,0.5461287031585519,0.41140291645049415,0.5910272683974358,0.3424089507181713,-0.2220789853990915,-1.0537643879865841,-0.5105804184007935,0.46995790977901863,0.4081045133082466,0.045827400369348126,-0.20285208635752547,-0.4577500365653881
