,sent_no,sent_raw,syuzhet,bing,afinn,nrc,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
563,564,"_N.B._â""This wall being described before, I purposely omit what was said in the journal; it is sufficient to observe, that I was no less time than from the 2nd of January to the 14th of April working, finishing, and perfecting this wall, though it was no more than about twenty-four yards in length, being a half-circle from one place in the rock to another place, about eight yards from it, the door of the cave being in the centre behind it.",1.0,-1,-1,1,-0.028054298642533834,-0.17647058823529413,-0.48868778280542985,0.0,-0.17330316742081445,-1.2754156496603548,-0.6965652817484468,-1.5947460138730356,-1.542842846303037
564,565,"All this time I worked very hard, the rains hindering me many days, nay, sometimes weeks together; but I thought I should never be perfectly secure till this wall was finished; and it is scarce credible what inexpressible labour everything was done with, especially the bringing piles out of the woods and driving them into the ground; for I made them much bigger than I needed to have done.",0.2,2,4,-3,-0.041628959276018,-0.19004524886877827,-0.49321266968325794,-0.004524886877828055,-0.18235294117647055,-1.3272376796125285,-0.7408840096764043,-1.6029942149382073,-1.5562134264237548
565,566,"When this wall was finished, and the outside double fenced, with a turf wall raised up close to it, I perceived myself that if any people were to come on shore there, they would not perceive anything like a habitation; and it was very well I did so, as may be observed hereafter, upon a very remarkable occasion.",2.05,3,4,2,-0.032126696832579085,-0.18552036199095023,-0.4751131221719457,0.004524886877828055,-0.17205882352941174,-1.2909622586460068,-0.7261111003670851,-1.5700014106775206,-1.5294722661823192
566,567,"During this time I made my rounds in the woods for game every day when the rain permitted me, and made frequent discoveries in these walks of something or other to my advantage; particularly, I found a kind of wild pigeons, which build, not as wood-pigeons in a tree, but rather as house-pigeons, in the holes of the rocks; and taking some young ones, I endeavoured to breed them up tame, and did so; but when they grew older they flew away, which perhaps was at first for want of feeding them, for I had nothing to give them; however, I frequently found their nests, and got their young ones, which were very good meat.",2.85,1,8,6,-0.0328054298642533,-0.18552036199095023,-0.47058823529411764,0.004524886877828055,-0.17109728506787328,-1.2935533601436155,-0.7261111003670851,-1.5617532096123492,-1.5294722661823192
567,568,"And now, in the managing my household affairs, I found myself wanting in many things, which I thought at first it was impossible for me to make; as, indeed, with some of them it was: for instance, I could never make a cask to be hooped.",0.7,-1,0,0,-0.026018099547511216,-0.17647058823529413,-0.46153846153846156,0.00904977375565611,-0.16374434389140272,-1.2676423451675287,-0.6965652817484468,-1.5452568074820061,-1.5161016860616015
568,569,"I had a small runlet or two, as I observed before; but I could never arrive at the capacity of making one by them, though I spent many weeks about it; I could neither put in the heads, or join the staves so true to one another as to make them hold water; so I gave that also over.",0.5,0,3,0,-0.01900452488687773,-0.18099547511312217,-0.45701357466063347,0.01809954751131222,-0.15972850678733028,-1.2408676296922387,-0.711338191057766,-1.5370086064168342,-1.4893605258201656
569,570,"In the next place, I was at a great loss for candles; so that as soon as ever it was dark, which was generally by seven oâclock, I was obliged to go to bed.",-0.85,-1,0,-1,-0.04705882352941166,-0.2171945701357466,-0.5248868778280543,-0.01809954751131222,-0.2018099547511312,-1.347966491593398,-0.8295214655323196,-1.6607316223944084,-1.5963251667859082
570,571,"I remembered the lump of beeswax with which I made candles in my African adventure; but I had none of that now; the only remedy I had was, that when I had killed a goat I saved the tallow, and with a little dish made of clay, which I baked in the sun, to which I added a wick of some oakum, I made me a lamp; and this gave me light, though not a clear, steady light, like a candle.",3.25,3,4,2,-0.0583710407239818,-0.23529411764705882,-0.5294117647058824,-0.02262443438914027,-0.21142533936651584,-1.3911515165535429,-0.8886131027695964,-1.6689798234595798,-1.609695746906626
571,572,"In the middle of all my labours it happened that, rummaging my things, I found a little bag which, as I hinted before, had been filled with corn for the feeding of poultryâ""not for this voyage, but before, as I suppose, when the ship came from Lisbon.",0.6,0,0,1,-0.07104072398190035,-0.25339366515837103,-0.5565610859728507,-0.03619909502262444,-0.22929864253393664,-1.439518744508905,-0.9477047400068732,-1.7184690298506093,-1.6498074872687793
572,573,"The little remainder of corn that had been in the bag was all devoured by the rats, and I saw nothing in the bag but husks and dust; and being willing to have the bag for some other use (I think it was to put powder in, when I divided it for fear of the lightning, or some such use), I shook the husks of corn out of it on one side of my fortification, under the rock.",-0.85,-1,-2,-1,-0.06832579185520352,-0.24434389140271492,-0.5565610859728507,-0.027149321266968326,-0.22409502262443437,-1.42915433851847,-0.918158921388235,-1.7184690298506093,-1.6230663270273438
573,574,"It was a little before the great rains just now mentioned that I threw this stuff away, taking no notice, and not so much as remembering that I had thrown anything there, when, about a month after, or thereabouts, I saw some few stalks of something green shooting out of the ground, which I fancied might be some plant I had not seen; but I was surprised, and perfectly astonished, when, after a little longer time, I saw about ten or twelve ears come out, which were perfect green barley, of the same kind as our Europeanâ""nay, as our English barley.",2.15,4,12,1,-0.058597285067873206,-0.23529411764705882,-0.5610859728506787,-0.013574660633484163,-0.2171380090497737,-1.3920152170527456,-0.8886131027695964,-1.726717230915781,-1.5829545866651902
574,575,It is impossible to express the astonishment and confusion of my thoughts on this occasion.,-0.5,-1,0,-1,-0.07262443438914018,-0.2579185520361991,-0.583710407239819,-0.013574660633484163,-0.23195701357466061,-1.4455646480033253,-0.9624776493161926,-1.767958236241639,-1.5829545866651902
575,576,"I had hitherto acted upon no religious foundation at all; indeed, I had very few notions of religion in my head, nor had entertained any sense of anything that had befallen me otherwise than as chance, or, as we lightly say, what pleases God, without so much as inquiring into the end of Providence in these things, or His order in governing events for the world.",2.75,2,2,3,-0.07669683257918541,-0.2669683257918552,-0.5882352941176471,-0.02262443438914027,-0.238631221719457,-1.4611112569889773,-0.9920234679348309,-1.7762064373068105,-1.609695746906626
576,577,"But after I saw barley grow there, in a climate which I knew was not proper for corn, and especially that I knew not how it came there, it startled me strangely, and I began to suggest that God had miraculously caused His grain to grow without any help of seed sown, and that it was so directed purely for my sustenance on that wild, miserable place.",0.0500000000000001,-1,-3,2,-0.05361990950226234,-0.23076923076923078,-0.5294117647058824,0.02262443438914027,-0.19779411764705881,-1.3730138060702821,-0.8738401934602773,-1.6689798234595798,-1.475989945699448
577,578,"This touched my heart a little, and brought tears out of my eyes, and I began to bless myself that such a prodigy of nature should happen upon my account; and this was the more strange to me, because I saw near it still, all along by the side of the rock, some other straggling stalks, which proved to be stalks of rice, and which I knew, because I had seen it grow in Africa when I was ashore there.",1.25,1,-1,3,-0.05791855203619899,-0.23529411764705882,-0.5248868778280543,0.02262443438914027,-0.19886877828054297,-1.389424115555137,-0.8886131027695964,-1.6607316223944084,-1.475989945699448
578,579,"I not only thought these the pure productions of Providence for my support, but not doubting that there was more in the place, I went all over that part of the island, where I had been before, peering in every corner, and under every rock, to see for more of it, but I could not find any.",1.6,3,2,0,-0.053846153846153745,-0.22171945701357465,-0.5294117647058824,0.04072398190045249,-0.19106334841628958,-1.3738775065694848,-0.8442943748416387,-1.6689798234595798,-1.4225076252165767
579,580,"At last it occurred to my thoughts that I shook a bag of chickensâ meat out in that place; and then the wonder began to cease; and I must confess my religious thankfulness to Godâs providence began to abate, too, upon the discovering that all this was nothing but what was common; though I ought to have been as thankful for so strange and unforeseen a providence as if it had been miraculous; for it was really the work of Providence to me, that should order or appoint that ten or twelve grains of corn should remain unspoiled, when the rats had destroyed all the rest, as if it had been dropped from heaven; as also, that I should throw it out in that particular place, where, it being in the shade of a high rock, it sprang up immediately; whereas, if I had thrown it anywhere else at that time, it had been burnt up and destroyed.",-0.15,3,0,3,-0.043665158371040624,-0.2171945701357466,-0.5203619909502263,0.049773755656108594,-0.1828619909502262,-1.3350109841053546,-0.8295214655323196,-1.6524834213292368,-1.3957664649751413
580,581,"I carefully saved the ears of this corn, you may be sure, in their season, which was about the end of June; and, laying up every corn, I resolved to sow them all again, hoping in time to have some quantity sufficient to supply me with bread.",3.25,1,8,2,-0.053619909502262336,-0.23076923076923078,-0.5520361990950227,0.03619909502262444,-0.20005656108597283,-1.3730138060702821,-0.8738401934602773,-1.710220828785438,-1.4358782053372947
581,582,"But it was not till the fourth year that I could allow myself the least grain of this corn to eat, and even then but sparingly, as I shall say afterwards, in its order; for I lost all that I sowed the first season by not observing the proper time; for I sowed it just before the dry season, so that it never came up at all, at least not as it would have done; of which in its place.",0.6,0,-2,1,-0.04796380090497727,-0.22624434389140272,-0.5248868778280543,0.05429864253393665,-0.1861990950226244,-1.3514212935902095,-0.8590672841509581,-1.6607316223944084,-1.3823958848544233
582,583,"Besides this barley, there were, as above, twenty or thirty stalks of rice, which I preserved with the same care and for the same use, or to the same purposeâ""to make me bread, or rather food; for I found ways to cook it without baking, though I did that also after some time.",2.0,0,2,2,-0.07239819004524876,-0.2669683257918552,-0.5656108597285068,0.05429864253393665,-0.21266968325791852,-1.4447009475041224,-0.9920234679348309,-1.7349654319809527,-1.3823958848544233
583,584,But to return to my Journal.,0.0,0,0,0,-0.08235294117647048,-0.27601809954751133,-0.6018099547511312,0.04524886877828054,-0.22873303167420814,-1.4827037694690495,-1.0215692865534693,-1.8009510405023252,-1.4091370450958591
