"","sent_raw","syuzhet","bing","afinn","nrc"
"257","256,""Her body asserted itself with a restless movement of her knee, and she stood up.""",-0.5,-1,-2,0
"258","257,""""""Ten o'clock,"""" she remarked, apparently finding the time on the ceiling.""",0,0,0,0
"259","258,""""""Time for this good girl to go to bed.""""""",0.75,1,3,1
"260","259,""""""Jordan's going to play in the tournament tomorrow,"""" explained Daisy, """"over at Westchester.""""""",0,0,0,0
"261","260,""""""Oh, you're Jordan Baker.""""""",0,0,0,0
"262","261,I knew now why her face was familiar its pleasing contemptuous expression had looked out at me from many rotogravure pictures of the sporting life at Asheville and Hot Springs and Palm Beach.",0.8,1,-2,0
"263","262,""I had heard some story of her too, a critical, unpleasant story, but what it was I had forgotten long ago.""",-1.85,-2,-3,-2
"264","263,""""""Good night,"""" she said softly.""",0.75,1,3,1
"265","264,""""""Wake me at eight, won't you.""""""",0,0,0,0
"266","265,""""""If you' get up.""""""",0,0,0,0
"267","266,""""""I will. Good night, Mr. Carraway. See you anon.""""""",0.75,1,3,1
"268","267,""""""Of course you will,"""" confirmed Daisy.""",0.5,0,0,1
"269","268,""""""In fact I think I' arrange a marriage. Come over often, Nick, and I' sort of oh fling you together. You know lock you up accidentally in linen closets and push you out to sea in a boat, and all that sort of thing """"""",0,0,-2,2
"270","269,""""""Good night,"""" called Miss Baker from the stairs.""",0.75,0,1,1
"271","270,""""""I haven't heard a word.""""""",0,0,0,1
"272","271,""""""She's a nice girl,"""" said Tom after a moment.""",0.5,1,3,0
"273","272,""""""They oughtn't to let her run around the country this way.""""""",0,0,0,0
"274","273,""""""Who oughtn't to?"""" inquired Daisy coldly.""",-0.75,-1,0,-1
"275","274,""""""Her family.""""""",0,0,0,0
"276","275,""""""Her family is one aunt about a thousand years old. Besides, Nick's going to look after her, aren't you, Nick? She's going to spend lots of week-ends out here this summer. I think the home influence will be very good for her.""""""",1,1,3,2
"277","276,Daisy and Tom looked at each other for a moment in silence.",0,0,0,0
"278","277,""""""Is she from New York?""""""",0.8,0,0,0
"279","278,I asked quickly.",0,0,0,0
"280","279,""""""From Louisville. Our white girlhood was passed together there. Our beautiful white """"""",1.75,1,3,2
"281","280,""""""Did you give Nick a little heart to heart talk on the veranda?"""" demanded Tom suddenly.""",0,0,-1,1
"282","281,""""""Did I?""""""",0,0,0,0
"283","282,She looked at me.",0,0,0,0
"284","283,""""""I can't seem to remember, but I think we talked about the Nordic race. Yes, I' sure we did. It sort of crept up on us and first thing you know """"""",0.2,-1,1,0
"285","284,""""""Don't believe everything you hear, Nick,"""" he advised me.""",0,0,0,0
"286","285,""I said lightly that I had heard nothing at all, and a few minutes later I got up to go home.""",0,0,0,0
"287","286,They came to the door with me and stood side by side in a cheerful square of light.",0.75,1,2,1
"288","287,""As I started my motor Daisy peremptorily called """"Wait!""",-0.25,0,0,-1
"289","288,""""""I forgot to ask you something, and it's important. We heard you were engaged to a girl out West.""""""",1.35,1,1,2
"290","289,""""""That's right,"""" corroborated Tom kindly.""",1.9,2,0,0
"291","290,""""""We heard that you were engaged.""""""",0.6,0,0,1
"292","291,""""""It's libel. I' too poor.""""""",-1.3,-1,-2,-1
"293","292,""""""But we heard it,"""" insisted Daisy, surprising me by opening up again in a flower-like way.""",0,1,2,0
"294","293,""""""We heard it from three people so it must be true.""""""",0.5,0,2,1
"295","294,""Of course I knew what they were referring to, but I wasn't even vaguely engaged.""",0.6,0,0,1
"296","295,The fact that gossip had published the banns was one of the reasons I had come east.",-0.5,-1,0,-1
"297","296,You can't stop going with an old friend on account of rumors and on the other hand I had no intention of being rumored into marriage.",0.4,-1,-1,2
"298","297,""Their interest rather touched me and made them less remotely rich nevertheless, I was confused and a little disgusted as I drove away.""",0,-1,-2,0
"299","298,""It seemed to me that the thing for Daisy to do was to rush out of the house, child in arms but apparently there were no such intentions in her head.""",0.85,0,-1,1
"300","299,""As for Tom, the fact that he """"had some woman in New York"""" was really less surprising than that he had been depressed by a book.""",-0.2,-1,-2,-1
"301","300,Something was making him nibble at the edge of stale ideas as if his sturdy physical egotism no longer nourished his peremptory heart.",0,-1,-1,0
"302","301,""Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red gas-pumps sat out in pools of light, and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard.""",0.3,0,-1,-2
"303","302,""The wind had blown off, leaving a loud bright night with wings beating in the trees and a persistent organ sound as the full bellows of the earth blew the frogs full of life.""",0.15,0,0,1
"304","303,The silhouette of a moving cat wavered across the moonlight and turning my head to watch it I saw that I was not alone fifty feet away a figure had emerged from the shadow of my neighbor's mansion and was standing with his hands in his pockets regarding the silver pepper of the stars.",-0.6,0,-2,1
"305","304,""Something in his leisurely movements and the secure position of his feet upon the lawn suggested that it was Mr. Gatsby himself, come out to determine what share was his of our local heavens.""",2.6,1,3,3
"306","305,I decided to call to him.",0,0,0,0
"307","306,""Miss Baker had mentioned him at dinner, and that would do for an introduction.""",0.6,-1,-2,1
"308","307,""But I didn't call to him for he gave a sudden intimation that he was content to be alone he stretched out his arms toward the dark water in a curious way, and far as I was from him I could have sworn he was trembling.""",-0.7,-1,-3,0
"309","308,""Involuntarily I glanced seaward and distinguished nothing except a single green light, minute and far away, that might have been the end of a dock.""",0,0,2,1
"310","309,""When I looked once more for Gatsby he had vanished, and I was alone again in the unquiet darkness.""",-1.95,-1,-3,-2
"311","310,""About half way between West Egg and New York the motor-road hastily joins the railroad and runs beside it for a quarter of a mile, so as to shrink away from a certain desolate area of land.""",0.7,-2,1,0
"312","311,""This is a valley of ashes a fantastic farm where ashes grow like wheat into ridges and hills and grotesque gardens where ashes take the forms of houses and chimneys and rising smoke and finally, with a transcendent effort, of men who move dimly and already crumbling through the powdery air.""",0.55,-1,6,1
"313","312,""Occasionally a line of grey cars crawls along an invisible track, gives out a ghastly creak and comes to rest, and immediately the ash-grey men swarm up with leaden spades and stir up an impenetrable cloud which screens their obscure operations from your sight.""",-2,-5,-3,-1
"314","313,""But above the grey land and the spasms of bleak dust which drift endlessly over it, you perceive, after a moment, the eyes of Doctor T. J. Eckleburg.""",-1,-2,-1,1
"315","314,The eyes of Doctor T. J. Eckleburg are blue and gigantic their retinas are one yard high.",0.25,0,0,2
"316","315,""They look out of no face but, instead, from a pair of enormous yellow spectacles which pass over a nonexistent nose.""",-0.6,-1,-1,0
"317","316,""Evidently some wild wag of an oculist set them there to fatten his practice in the borough of Queens, and then sank down himself into eternal blindness or forgot them and moved away.""",-1.05,-1,-1,-1
"318","317,""But his eyes, dimmed a little by many paintless days under sun and rain, brood on over the solemn dumping ground.""",-0.65,-3,-1,1
"319","318,""The valley of ashes is bounded on one side by a small foul river, and when the drawbridge is up to let barges through, the passengers on waiting trains can stare at the dismal scene for as long as half an hour.""",-1.9,-2,-5,-4
"320","319,There is always a halt there of at least a minute and it was because of this that I first met Tom Buchanan's mistress.",-0.9,-1,0,-1
"321","320,The fact that he had one was insisted upon wherever he was known.",0,0,0,0
"322","321,""His acquaintances resented the fact that he turned up in popular restaurants with her and, leaving her at a table, sauntered about, chatting with whomsoever he knew.""",-0.5,1,3,0
"323","322,Though I was curious to see her I had no desire to meet her but I did.",1,0,1,0
"324","323,I went up to New York with Tom on the train one afternoon and when we stopped by the ashheaps he jumped to his feet and taking hold of my elbow literally forced me from the car.",-0.1,0,-2,-1
"325","324,""""""We're getting off!"""" he insisted.""",0,0,0,0
"326","325,""""""I want you to meet my girl.""""""",0,0,1,0
"327","326,I think he'd tanked up a good deal at luncheon and his determination to have my company bordered on violence.",0.5,0,0,2
"328","327,The supercilious assumption was that on Sunday afternoon I had nothing better to do.",0.8,1,2,0
"329","328,I followed him over a low white-washed railroad fence and we walked back a hundred yards along the road under Doctor Eckleburg's persistent stare.",0.4,0,0,3
"330","329,""The only building in sight was a small block of yellow brick sitting on the edge of the waste land, a sort of compact Main Street ministering to it and contiguous to absolutely nothing.""",-0.25,0,-2,1
"331","330,One of the three shops it contained was for rent and another was an all-night restaurant approached by a trail of ashes; the third was a garage Repairs.",-0.4,0,0,-1
"332","331,GEORGE B. WILSON.",0,0,0,0
"333","332,Cars Bought and Sold and I followed Tom inside.",0,0,0,0
