,parag_no,sect_no,parag_raw,parag_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr
20,20,0,"In such cases, a woman has not often much beauty to think of.",in such cases a woman has not often much beauty to think of,61,13,0.5,-0.2865660665674996,-0.1111111111111111,-0.2865660665674996,0.4042010480876698,0.5,-0.31812994203156203,-0.1111111111111111,-0.31812994203156203,0.35256410256410264,28.050889359956056,0.2809355179863689,0.4950970072257852,0.2809355179863689,2.165093905314244,0.604166666666667,0.1248973503084944,0.2645914396887161,0.1248973503084944,1.1685016328700035,2.193,-0.10796270072365248,0.15755894590846048,-0.10796270072365248,1.9419949268999643,7.958647277843286,-0.20615469090161964,0.018358558186583468,-0.20615469090161964,0.9994452550504396,1.1257249566864609,0.4551833159926345,0.6070738540260184,0.4551833159926345,3.00458215894383,"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.4717}",-0.4717,-1.388817505812972,-1.0269246700988224,-1.388817505812972,-2.58938714986753,0.1,-0.04995467670812927,0.04575163398692806,-0.04995467670812927,1.311134235171696,0.07767143047705066,-0.33843449512501,-0.09931737476631487,-0.33843449512501,0.6773311701855522,4.878141478974664,-0.9985,-1.0145850900757258,-0.17595939398600327,-1.0145850900757258,-1.5521529464492916
21,21,0,"But, my dear, you must indeed go and see Mr. Bingley when he
comes into the neighbourhood.",but my dear you must indeed go and see mr bingley when he comes into the neighbourhood,90,17,0.5,-0.2865660665674996,-0.1111111111111111,-0.2865660665674996,0.21862811352805087,0.5,-0.31812994203156203,-0.1111111111111111,-0.31812994203156203,0.17156862745098042,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.575,0.10446259367361166,0.24280155642023335,0.10446259367361166,0.7950263863534102,0.043,-0.6856805492970534,-0.4388349514563107,-0.6856805492970534,-0.6355396427438591,7.7922806485809435,-0.21361203277352692,0.010600891111144898,-0.21361203277352692,0.6465263860404944,0.6818460730286617,0.1200175392674106,0.28021632817234904,0.1200175392674106,1.2916378740836958,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5267}",0.5267,0.4179864804296366,0.15468370909521265,0.4179864804296366,1.5279483565567724,0.0,-0.4806395171550146,-0.3660130718954249,-0.4806395171550146,-0.18730489073881373,0.0,-0.6235984744274493,-0.35429885305883085,-0.6235984744274493,-0.3386655850927765,6.136614657257955,0.958,1.1178010188982632,0.8271424543054167,1.1178010188982632,1.3353756039444546
22,22,0,"It is more than I engage for, I assure you.",it is more than i engage for i assure you,43,10,1.4,0.032547004296441674,0.2888888888888889,0.032547004296441674,2.4863293738465937,1.4,0.0046517141461863845,0.2888888888888889,0.0046517141461863845,2.3833333333333333,30.279310656411386,0.3243815361412672,0.5344285485739261,0.3243815361412672,3.0382215391990095,0.5,0.051916076612485255,0.18677042801556412,0.051916076612485255,1.27258489829266,1.811,-0.21060838358646136,0.05159500693481281,-0.21060838358646136,2.1344642244169933,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.4162183486928336,-0.0805536656818367,0.08461697895553966,-0.0805536656818367,1.3473991822819602,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.6222}",0.6222,0.5908127832002388,0.2677081484111485,0.5908127832002388,3.4399696141452494,0.5,1.672784685079412,1.69281045751634,1.672784685079412,9.552549427679502,0.21620826040725816,0.17019156545096814,0.3554743739706979,0.17019156545096814,3.3379366944798363,4.57840183562117,0.9953,1.1584542271092164,0.8462662462508651,1.1584542271092164,2.271650738816048
23,23,0,"But consider your daughters. Only think what an establishment it
would be for one of them. Sir William and Lady Lucas are
determined to go, merely on that account, for in general, you
know, they visit no newcomers. Indeed you must go, for it will be
impossible for _us_ to visit him, if you do not.",but consider your daughters only think what an establishment it would be for one of them sir william and lady lucas are determined to go merely on that account for in general you know they visit no newcomers indeed you must go for it will be impossible for us to visit him if you do not,298,56,1.4499999999999995,0.050275508233327236,0.311111111111111,0.050275508233327236,0.14647006620598468,1.4499999999999995,0.022584028378283456,0.311111111111111,0.022584028378283456,0.10119047619047612,-19.899104809791172,-0.653912986890082,-0.3512183557311378,-0.653912986890082,-0.35654879008876683,0.35416666666666696,-0.05025770656192705,0.07782101167315196,-0.05025770656192705,-0.016797242032495097,2.374,-0.059326919053054525,0.20776699029126214,-0.059326919053054525,-0.017174104795713938,28.519783946967372,0.7154930343454974,0.9771232676652652,0.7154930343454974,0.7633271389270075,0.24240357549292896,-0.2117983939414868,-0.043374391701182784,-0.2117983939414868,-0.026814017883349767,"{'neg': 0.047, 'neu': 0.902, 'pos': 0.052, 'compound': 0.0772}",0.0772,-0.3954734472707366,-0.3773004319782236,-0.3954734472707366,-0.2840658278187833,-0.2791666666666667,-1.6829680300692362,-1.5155228758169936,-1.6829680300692362,-1.1583915564144491,-0.27672102761958656,-1.6395559366242742,-1.262724721665874,-1.6395559366242742,-1.1789542485682534,13.089793076618163,-0.6864,-0.6744278170827376,-0.015945038324489232,-0.6744278170827376,-0.1524032636405741
24,24,0,"You are over scrupulous, surely. I dare say Mr. Bingley will be
very glad to see you; and I will send a few lines by you to
assure him of my hearty consent to his marrying whichever he
chooses of the girls; though I must throw in a good word for my
little Lizzy.",you are over scrupulous surely i dare say mr bingley will be very glad to see you and i will send a few lines by you to assure him of my hearty consent to his marrying whichever he chooses of the girls though i must throw in a good word for my little lizzy,262,54,3.95,0.9367007050776086,1.4222222222222225,0.9367007050776086,1.115478050503913,3.95,0.9191997399831404,1.4222222222222225,0.9191997399831404,1.0462962962962967,60.13248332726153,0.9064085899583191,1.0613357797803615,0.9064085899583191,1.1173489733604072,0.85625,0.3015120326528358,0.4529182879377431,0.3015120326528358,0.2646068101717266,4.001,0.37785770403016544,0.6590846047156725,0.37785770403016544,0.4745551920134679,21.445445859499763,0.3983876276325268,0.6472472588466437,0.3983876276325268,0.5060519269645285,1.9564762075122095,1.0824701694558456,1.218811218523138,1.0824701694558456,1.1487543799971898,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.908}",0.9079999999999999,1.108024901858229,0.6059530149713,1.108024901858229,0.6607692756775957,0.2925,0.7791136411521249,0.8383986928104574,0.7791136411521249,0.8678459937565034,0.3782210637472945,0.7650076440867145,0.8873335639487032,0.7650076440867145,0.8523743448343476,13.939892978524494,0.9894,1.1520238268828191,0.8432413032889845,1.1520238268828191,0.5106965385249193
25,25,0,"I desire you will do no such thing. Lizzy is not a bit better
than the others; and I am sure she is not half so handsome as
Jane, nor half so good-humoured as Lydia. But you are always
giving _her_ the preference.",i desire you will do no such thing lizzy is not a bit better than the others and i am sure she is not half so handsome as jane nor half so good humoured as lydia but you are always giving her the preference,213,43,3.4,0.7416871617718668,1.1777777777777778,0.7416871617718668,1.236905646303448,3.4,0.7219442834300721,1.1777777777777778,0.7219442834300721,1.1647286821705427,62.706544463267726,0.9565933135671948,1.1067678496338098,0.9565933135671948,1.463247760153506,1.84375,0.9933745072910006,1.1906614785992216,0.9933745072910006,1.0623279001714154,3.753000000000001,0.3112186219621641,0.5902912621359225,0.3112186219621641,0.679105074105089,14.50937670705481,0.08748009078865475,0.3238187231152472,0.08748009078865475,0.3690669694953313,2.059631674555968,1.1603611967339733,1.2947714454624222,1.1603611967339733,1.5786840791162238,"{'neg': 0.067, 'neu': 0.666, 'pos': 0.267, 'compound': 0.8366}",0.8366,0.9788123571690044,0.5214509734303805,0.9788123571690044,0.8224218638161238,0.3023809523809523,0.8216694051486622,0.8790849673202611,0.8216694051486622,1.1825306557054005,0.4919803296017546,1.1826650083754655,1.260784981012691,1.1826650083754655,1.6069348431019752,11.070520250738328,0.8238,0.9715366612063084,0.7583378194775564,0.9715366612063084,0.528823030138265
26,26,0,"They have none of them much to recommend them, replied he;
they are all silly and ignorant like other girls; but Lizzy has
something more of quickness than her sisters.",they have none of them much to recommend them replied he they are all silly and ignorant like other girls but lizzy has something more of quickness than her sisters,168,30,0.15000000000000002,-0.4106655941256989,-0.26666666666666666,-0.4106655941256989,-0.28195487744652104,0.15000000000000002,-0.443656141656242,-0.26666666666666666,-0.443656141656242,-0.31666666666666665,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.25,-0.1232389802579362,0.0,-0.1232389802579362,0.042509943297622615,1.286,-0.3516790210288035,-0.09403606102635227,-0.3516790210288035,-0.009824326614322284,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.2856165737006409,-0.17916895685369036,-0.011553788831998271,-0.17916895685369036,0.16450239371174166,"{'neg': 0.048, 'neu': 0.81, 'pos': 0.142, 'compound': 0.25}",0.25,-0.08275737272874657,-0.1727912894254098,-0.08275737272874657,0.1416273294901048,0.018750000000000003,-0.3998861095712236,-0.2888071895424837,-0.3998861095712236,-0.06555671175858477,0.021986414624724875,-0.5428772433844289,-0.2821213681209042,-0.5428772433844289,-0.214039908632146,8.854113784719868,-0.938,-0.948646240296566,-0.14494091107180393,-0.948646240296566,-0.5646162525185366
27,27,0,"Mr. Bennet, how can you abuse your own children in such a way?
You take delight in vexing me. You have no compassion on my poor
nerves.",mr bennet how can you abuse your own children in such a way you take delight in vexing me you have no compassion on my poor nerves,135,27,-0.65,-0.6943216571158691,-0.6222222222222222,-0.6943216571158691,-0.8781422950775486,-0.65,-0.7305731693697962,-0.6222222222222222,-0.7305731693697962,-0.8981481481481483,-23.27835137115266,-0.7197958644627933,-0.4108619141844559,-0.7197958644627933,-0.8650912307920066,-2.98125,-2.387118090308133,-2.4140077821011667,-2.387118090308133,-3.4632036784382345,1.3430000000000002,-0.33636278039220635,-0.07822468793342581,-0.33636278039220635,0.09680696108265056,7.521151245145508,-0.22576533937058504,-0.0020418585528978366,-0.22576533937058504,0.23401899351847896,-1.1779128850516756,-1.2842564162092218,-1.0892478074339964,-1.2842564162092218,-1.793904198943319,"{'neg': 0.349, 'neu': 0.477, 'pos': 0.173, 'compound': -0.7184}",-0.7184,-1.8352703738078155,-1.3188946091484703,-1.8352703738078155,-1.9970561291705018,0.06666666666666665,-0.19351629019042446,-0.09150326797385634,-0.19351629019042446,0.2936755694299918,0.060499053070859565,-0.4014814024003902,-0.1556912325662089,-0.4014814024003902,0.04236442532630549,7.950911974098811,-0.9227,-0.9319707956416712,-0.13709656745879156,-0.9319707956416712,-0.6276620767749496
28,28,0,"You mistake me, my dear. I have a high respect for your nerves.
They are my old friends. I have heard you mention them with
consideration these twenty years at least.",you mistake me my dear i have a high respect for your nerves they are my old friends i have heard you mention them with consideration these twenty years at least,166,31,-0.15000000000000002,-0.5170366177470127,-0.4,-0.5170366177470127,-0.483705581543152,-0.15000000000000002,-0.5512500270488249,-0.4,-0.5512500270488249,-0.5134408602150539,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-0.4625,-0.6224308923386374,-0.5322957198443579,-0.6224308923386374,-0.6439512412641241,1.0640000000000005,-0.4113317477187081,-0.15561719833564486,-0.4113317477187081,-0.14236099771348315,7.4438064051909665,-0.22923230216310175,-0.005648444326925001,-0.22923230216310175,0.1458355647718095,0.28296650274535623,-0.18116998263528555,-0.01350521222173718,-0.18116998263528555,0.15003548966171548,"{'neg': 0.107, 'neu': 0.646, 'pos': 0.247, 'compound': 0.7184}",0.7184,0.764905875624657,0.3815610391147405,0.764905875624657,1.0500196984366854,-0.013333333333333329,-0.5380641625479327,-0.42091503267973857,-0.5380641625479327,-0.2710885838004766,-0.01161444500952486,-0.6662399107440375,-0.3924270082876804,-0.6662399107440375,-0.4023761033495054,9.620861093342114,0.965,1.1254303073024636,0.8307313696839191,1.1254303073024636,0.7884064641266317
29,29,0,"Ah, you do not know what I suffer.",ah you do not know what i suffer,34,8,-0.75,-0.7297786649896403,-0.6666666666666666,-0.7297786649896403,-2.3069035427442626,-0.75,-0.7664377978339906,-0.6666666666666666,-0.7664377978339906,-2.291666666666667,-32.47342047137871,-0.8990658883579242,-0.5731544937293686,-0.8990658883579242,-4.072972740659064,-0.1875,-0.4297603297811737,-0.3268482490272373,-0.4297603297811737,-0.8954222098860933,0.08500000000000008,-0.6743948983016661,-0.4271844660194175,-0.6743948983016661,-0.5099601117566033,-8.278528411677996,-0.9339819642428552,-0.7387800807533315,-0.9339819642428552,-2.7790667749493467,-0.9176662744798704,-1.0877484033620708,-0.8976109299544134,-1.0877484033620708,-4.413192982141916,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.431}",0.431,0.2447982377579443,0.04142256938280369,0.2447982377579443,2.9291815460001205,0.0,-0.4806395171550146,-0.3660130718954249,-0.4806395171550146,-0.18730489073881373,0.0,-0.6235984744274493,-0.35429885305883085,-0.6235984744274493,-0.3386655850927765,3.2118319606795462,-0.9997,-1.0158929680878748,-0.17657463662231795,-1.0158929680878748,-2.5963683306213423
30,30,0,"But I hope you will get over it, and live to see many young men
of four thousand a year come into the neighbourhood.",but i hope you will get over it and live to see many young men of four thousand a year come into the neighbourhood,116,24,0.9,-0.14473803507241456,0.06666666666666668,-0.14473803507241456,0.3844839237907102,0.9,-0.17467142817478495,0.06666666666666668,-0.17467142817478495,0.33333333333333337,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.833333333333333,0.2854561524397137,0.4357976653696495,0.2854561524397137,0.8215574147944793,2.9540000000000006,0.09652254707372354,0.3686546463245494,0.09652254707372354,1.234504199562881,15.176747839610194,0.11739483218225212,0.35493820353676303,0.11739483218225212,1.045697306311109,0.6101181077272645,0.06585691102338594,0.2273982596944465,0.06585691102338594,0.7504379780531539,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5927}",0.5927,0.5374266477894245,0.2327948399313569,0.5374266477894245,1.1431575589717913,0.24545454545454545,0.5764960003055222,0.6446821152703505,0.5764960003055222,1.8049380380285684,0.2309759105552083,0.22440972334082426,0.40395394029906095,0.22440972334082426,1.297886439781375,7.626476346590806,0.9767,1.1381821179209128,0.8367299853879875,1.1381821179209128,0.9958582501235926
31,31,0,"It will be no use to us, if twenty such should come, since you
will not visit them.",it will be no use to us if twenty such should come since you will not visit them,83,18,0.4,-0.3220230744412708,-0.15555555555555556,-0.3220230744412708,0.07120072662790923,0.4,-0.35399457049575633,-0.15555555555555556,-0.35399457049575633,0.027777777777777818,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-0.02083333333333398,-0.3129902918675599,-0.20233463035019503,-0.3129902918675599,-0.2376737964512481,1.2670000000000001,-0.3567844345743359,-0.09930651872399447,-0.3567844345743359,0.41710298959053005,7.757728161621382,-0.21516083921941434,0.00898971048165678,-0.21516083921941434,0.5837020858257951,-0.3344065825125156,-0.6473384291821274,-0.4681180505553658,-0.6473384291821274,-0.8709035053715988,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,-1.0708533027051732,-0.8189833717971478,-1.0708533027051732,-1.3749925919047925,0.0,-0.4806395171550146,-0.3660130718954249,-0.4806395171550146,-0.18730489073881373,0.0,-0.6235984744274493,-0.35429885305883085,-0.6235984744274493,-0.3386655850927765,5.684911902712765,-0.9999,-1.0161109477565662,-0.17667717706170372,-1.0161109477565662,-1.091189433075443
32,32,0,"Depend upon it, my dear, that when there are twenty, I will
visit them all.",depend upon it my dear that when there are twenty i will visit them all,75,15,0.9,-0.14473803507241456,0.06666666666666668,-0.14473803507241456,0.8458646323395628,0.9,-0.17467142817478495,0.06666666666666668,-0.17467142817478495,0.7833333333333334,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.6875,0.18328236926530134,0.3268482490272373,0.18328236926530134,1.1495774027931562,1.4509999999999998,-0.307342534975496,-0.04826629680998611,-0.307342534975496,0.8257605054248881,15.738055550225427,0.14255530764512142,0.3811119522334632,0.14255530764512142,2.0019894386680113,0.7122379789417455,0.14296597661495425,0.3025959085904758,0.14296597661495425,1.5633593935330097,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}",0.3818,0.1557610220897388,-0.016805728149594704,0.1557610220897388,1.189523282353449,0.0,-0.4806395171550146,-0.3660130718954249,-0.4806395171550146,-0.18730489073881373,0.0,-0.6235984744274493,-0.35429885305883085,-0.6235984744274493,-0.3386655850927765,5.341784842063091,0.9840000000000001,1.1461383758281498,0.8404727114255685,1.1461383758281498,1.535893922770921
33,33,0,"Mr. Bennet was so odd a mixture of quick parts, sarcastic humour,
reserve, and caprice, that the experience of three-and-twenty
years had been insufficient to make his wife understand his
character. _Her_ mind was less difficult to develop. She was a
woman of mean understanding, little information, and uncertain
temper. When she was discontented, she fancied herself nervous.
The business of her life was to get her daughters married; its
solace was visiting and news.",mr bennet was so odd a mixture of quick parts sarcastic humour reserve and caprice that the experience of three and twenty years had been insufficient to make his wife understand his character her mind was less difficult to develop she was a woman of mean understanding little information and uncertain temper when she was discontented she fancied herself nervous the business of her life was to get her daughters married its solace was visiting and news,470,75,0.6499999999999999,-0.2333805547568427,-0.04444444444444448,-0.2333805547568427,-0.20676691012744886,-1.35,-0.981625568619156,-0.9333333333333332,-0.981625568619156,-0.7766666666666667,-74.8530248433421,-1.7253122825521017,-1.3211527130630012,-1.7253122825521017,-1.0014321877352528,-0.04583333333333295,-0.3305057975546013,-0.22101167315175066,-0.3305057975546013,-0.2215461470413119,2.8399999999999994,0.06589006580052892,0.3370319001386961,0.06589006580052892,-0.08738479988528877,13.943301245239113,0.06210590209002601,0.2974226544336095,0.06210590209002601,0.021464806741534632,-2.250323551706864,-2.094016391939453,-1.878935062465103,-2.094016391939453,-1.2919452654901593,"{'neg': 0.194, 'neu': 0.771, 'pos': 0.036, 'compound': -0.8942}",-0.8942,-2.1534155468661598,-1.5269542576483817,-2.1534155468661598,-1.0982196577295156,-0.08125,-0.8305709500181091,-0.7005718954248367,-0.8305709500181091,-0.3983350676378772,-0.14929468293124934,-1.171721067405186,-0.8444067179612297,-1.171721067405186,-0.6771646295228569,16.427361927460105,-0.9021,-0.9095188897664532,-0.12653490220205593,-0.9095188897664532,-0.14743440366441993
