,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
194,0.5470331921088203,0.5700865779773584,0.5403188240051473,-0.4867402173702504,0.7749901238932546,-0.06851971009203126,1.0914471877264018,0.9418228293401963,0.3453373082752099,0.9730662446170689,0.6876267141867444,2.4323082641722884,0.20320495068524155,0.13850816104357164,0.14549920715367082,-0.6233176914390729,-0.7568555725493415,-1.0566451271686694,-0.3010408670910346,0.7305222145661611,0.6272633889254076,1.1717147932031708,0.014403220045476724,-0.10822927882012284,-1.1349980525995105,-0.058411585386062344,0.8428800234561067,1.105039113252213,0.4658472119225742,0.6721669675072897,-0.875954721659507
195,0.5490432087966487,0.5721360100187739,0.5339451005038933,-0.5000335074840819,0.7901784231125648,-0.06985643428542868,1.0447585621190456,0.8969377503946573,0.25264612061430053,1.047208128385348,0.6298534827697213,2.4307116754136393,0.19794250050271117,0.13290167032947017,0.13475443967802478,-0.594009781361868,-0.7848352232260029,-1.0725140102968556,-0.3010408670910346,0.732669325364863,0.6272633889254076,1.144025319234357,0.014403220045476724,-0.10786378294471521,-1.2510051845693562,-0.0617767132358558,0.8294432202435873,1.0247485639856908,0.4678665236713398,0.742564656435605,-0.8733941419331777
196,0.5550732588601344,0.5475428255217893,0.5648010064685418,-0.4424292503241452,0.7058657498201055,-0.11565075994666915,1.0269588099613602,0.8456275529910828,0.21926625839117528,1.05260779591474,0.5720802513526979,2.3467630132385846,0.22567093976325106,0.10336044298506318,0.18244050060006653,-0.6293085031868425,-0.7467209933238289,-1.1045264009930977,-0.30852426599111243,0.7069039957804407,0.6663167899305779,1.1163358452655432,-0.05910838387346963,-0.10816389083447636,-1.220826719149874,-0.13147867360257207,0.8043867236408235,0.9428095740937714,0.4062582846282638,0.742564656435605,-0.8168946990861767
197,0.4907527248496214,0.502455320610651,0.562362490113427,-0.4344532762558462,0.605680993032432,-0.2509638022412184,1.0461917962945924,0.8335033181606664,0.24774948793280926,0.9876123660225974,0.6185090284605098,2.2537615675698244,0.20301869879742607,0.06770427323351216,0.19627268765947042,-0.6479545990260307,-0.7081275402598005,-1.1332463159909902,-0.30852426599111243,0.659667558209,0.6467900894279927,1.1255656699218144,-0.20613159171136236,-0.18005148239888435,-1.2752560150004308,-0.08445521794282265,0.939234063753966,0.8675028335541631,0.4065807177330504,0.742564656435605,-0.7342571119693709
198,0.4837176664422215,0.49528230846569715,0.5420641029974473,-0.4769918046201072,0.5875296286175398,-0.3011634031140534,1.0294717389982966,0.8437580976205247,0.2129902925599681,1.0559595781737514,0.6006492919760789,2.231213570130911,0.228858585013079,0.09523348056024819,0.21647187699783632,-0.628230156888602,-0.7183978956092857,-1.1332463159909902,-0.30852426599111243,0.6521526704135435,0.6272633889254076,1.1071060206092715,-0.25513932765732666,-0.17940620770147392,-1.2092608860890361,-0.12737088623845383,1.0707633256721136,0.9487201682843228,0.4198033664679181,0.742564656435605,-0.6700396703790745
199,0.4807026414104788,0.49220816040357396,0.5465000610683943,-0.44951900505152204,0.6019927020896793,-0.32757271730961063,1.018878317288661,0.8344955210110596,0.19850729448795076,1.044220670284924,0.5911423442124594,2.238507461561353,0.2760784263745469,0.14554038949655698,0.2802592589226649,-0.5319909868499003,-0.6729879742081183,-1.0921256556017573,-0.18442613445053382,0.6489320042154908,0.6272633889254076,1.0978761959530001,-0.2796431956303087,-0.1793828677992828,-1.2344317372257583,-0.11250799284843221,0.9791114409004325,0.947464109037083,0.37265336290352286,0.742564656435605,-0.6608735999576816
200,0.3902518904581951,0.3999837185398822,0.468171235624538,-0.4911713140748609,0.5683007859497089,-0.3966477097443537,0.952391507911854,0.7771171561748967,0.17069993818967802,1.0422686597931197,0.5333691127954363,2.3149143190545436,0.21964750343164557,0.08542021077869809,0.22389343918517982,-0.5513171169355148,-0.6954378511667645,-1.142073461798547,-0.22334641394491728,0.5523120182739075,0.5296298864124817,0.9963481247340156,-0.35315479954925505,-0.2509787947601672,-1.2515761866984914,-0.1446252461092191,0.9222197586551988,0.9296545371106351,0.318620351892511,0.6721669675072897,-0.720139002049393
201,0.3902518904581951,0.3999837185398822,0.468171235624538,-0.4911713140748609,0.5533818562936333,-0.3966477097443537,0.952391507911854,0.7771171561748967,0.17069993818967802,1.0591771357427573,0.5333691127954363,2.3145954632213437,0.21964750343164557,0.08542021077869809,0.22389343918517982,-0.5828282509273839,-0.6954378511667645,-1.142073461798547,-0.22334641394491728,0.5523120182739075,0.5296298864124817,0.9963481247340156,-0.35315479954925505,-0.25262320245386355,-1.2720416795632907,-0.14571401131115286,0.9498090868096031,0.8645520056138061,0.3107049990718662,0.6721669675072897,-0.726396839388031
202,0.3902518904581951,0.3999837185398822,0.468171235624538,-0.5390271584846545,0.5731494380879335,-0.3966477097443537,0.952391507911854,0.7771171561748967,0.17069993818967802,1.11895314268923,0.5333691127954363,2.3125399857176365,0.21964750343164557,0.08542021077869809,0.22389343918517982,-0.5478703193591214,-0.7709733901146286,-1.142073461798547,-0.22334641394491728,0.5523120182739075,0.5296298864124817,0.9963481247340156,-0.35315479954925505,-0.25279962008519374,-1.3868979431974413,-0.14353109299231967,0.9498364778936085,0.8673546765082534,0.3731315981816594,0.6721669675072897,-0.6682235142835878
203,0.42040214077562305,0.43072519916111274,0.46577671817018335,-0.5390271584846545,0.6046242355151263,-0.3454189814693352,0.9694138711121245,0.8026179794334825,0.20970747966364459,1.1179061901071816,0.5815040545642874,2.3264162255966463,0.26743147448236176,0.13632813022429768,0.2192293775809624,-0.49496163673804017,-0.7360818330532163,-1.0493664511947223,-0.22334641394491728,0.5845186802544351,0.5296298864124817,1.0148077740465582,-0.30414706360329097,-0.180832883503831,-1.3660478135999312,-0.19007603766815878,0.897656912019922,0.8741457202769571,0.37836936762577417,0.6721669675072897,-0.6646333013922838
204,0.40231199058516626,0.41228031078837446,0.46577671817018335,-0.5204165523252904,0.5196070572111294,-0.3454189814693352,0.9621444731579633,0.7737775465808899,0.19232788197722428,1.182640840601598,0.5583015706311232,2.2972762275855927,0.2513379398419977,0.1191824567473685,0.2192293775809624,-0.5752676471530538,-0.71061337611922,-1.0493664511947223,-0.2788447855460059,0.5651946830661186,0.5296298864124817,1.0055779493902868,-0.30414706360329097,-0.10862621039697458,-1.3906643259827387,-0.1897321624230792,0.9487117436040848,0.8777874691440261,0.37855940149200606,0.6721669675072897,-0.6915292130241333
205,0.46361749956393633,0.47478798805154326,0.5679361026032194,-0.48452466901794516,0.5256989534873606,-0.2197664381388056,0.9783323666059721,0.8450467513225596,0.19508654827665584,1.1832084192907668,0.5419649840836692,2.288018231331961,0.30808126408465736,0.17963546046601933,0.3034060611052615,-0.5855409120650811,-0.749224135839587,-0.9250464083466002,-0.14617830252782038,0.6306815624265248,0.6272633889254076,1.0240375987028298,-0.1816277237383803,-0.18057468772435756,-1.3623044973486114,-0.14937313762587284,0.9212091720802202,0.8707262929741542,0.37944336743408447,0.742564656435605,-0.6371454659147702
206,0.4525624077808794,0.48401043223791257,0.5679361026032194,-0.5709310547578503,0.4725917080588581,-0.1983734980178328,0.9581116553366245,0.9002047597800986,0.17481035097583172,1.1159771895622352,0.4841917526666462,2.0851533297845197,0.3292489089250841,0.2099861015186206,0.31393547524921295,-0.5920645051441761,-0.787813759407316,-0.9075517256378277,-0.0633362200522129,0.6510791150141925,0.6272633889254076,0.977888475421473,-0.15712385576539803,-0.25118109909270686,-1.4168775580405206,-0.22834352515551945,0.8693363774138984,0.8015638508533188,0.36736913252675896,0.742564656435605,-0.6420177499167298
207,0.4565824411565364,0.4881092963207433,0.5679361026032194,-0.5226321006775956,0.4157961716876048,-0.24664426653230995,0.9724543477677483,0.9235578268686254,0.18639674943344553,1.191679914725729,0.5030859759848292,2.1101641451420834,0.3532387579239099,0.23554432268546552,0.31393547524921295,-0.5730342062534245,-0.7543128234214576,-0.9018527831438904,-0.0633362200522129,0.6553733366115961,0.6272633889254076,0.9963481247340156,-0.20613159171136236,-0.17972483815833373,-1.3006584522983498,-0.23061317076463936,0.8141334765960538,0.8039938645874379,0.42992955397560373,0.742564656435605,-0.6744986993541982
208,0.4465323577173938,0.47786213611366646,0.5065698221694428,-0.5252907587003619,0.4031772436868406,-0.2746303617756017,0.9426766098361858,0.8725985304731178,0.15743075328941142,1.1892753752790468,0.44878163863614234,2.1101641451420834,0.34009844191501076,0.22154493891384971,0.20368416237798312,-0.6244383301770032,-0.7673262188085979,-0.9600061787600818,-0.0633362200522129,0.6446377826180869,0.5882099879202372,0.977888475421473,-0.2306354596843444,-0.1795011903550368,-1.3561001201728335,-0.23194078329397597,0.7122939622743634,0.7888711355683728,0.3677759168505392,0.6721669675072897,-0.7391927716833372
209,0.46361749956393633,0.49528230846569715,0.5065698221694428,-0.5226321006775956,0.42636374686065787,-0.2489241064224303,0.9705529125424294,0.8905065819192418,0.15743075328941142,1.120303059571578,0.44878163863614234,2.098119982810392,0.36234815755684635,0.24524926290943963,0.20368416237798312,-0.6062674514954316,-0.7683630715268075,-0.9252528776748752,-0.0633362200522129,0.6628882244070526,0.5882099879202372,1.0055779493902868,-0.20613159171136236,-0.2514905330151447,-1.4128692862863692,-0.2094041620142101,0.6970500125664716,0.789648570474174,0.36814405504254505,0.742564656435605,-0.681600386465671
210,0.4746725913469932,0.5065541846934816,0.5497546470839925,-0.5399133778255766,0.4216601398718673,-0.2489241064224303,0.9886805066099285,0.9323001019833725,0.15743075328941142,1.1966347232825292,0.44878163863614234,2.115648552701229,0.34843945508439284,0.2304312582628822,0.1582172872603302,-0.5789475779806639,-0.7409106755139436,-0.9252528776748752,-0.0633362200522129,0.6746973337999128,0.6272633889254076,1.0240375987028298,-0.20613159171136236,-0.25106616723293407,-1.4371305558168912,-0.21178321215062082,0.7260162377565756,0.8105974878949803,0.36817651492818537,0.742564656435605,-0.6576872398628681
211,0.4947727582252784,0.5270485051076355,0.5722138018506373,-0.5266200877117451,0.41558896433127,-0.2230662357780475,1.017332004634206,0.9621811378254022,0.27329473786554814,1.2571508835196077,0.5553641058107847,2.104363123476281,0.37560371522742836,0.2593714224382964,0.18263691642121377,-0.587659281870899,-0.7253903577932862,-0.8891876727212975,-0.0633362200522129,0.6961684417869313,0.6467900894279927,1.0517270726716437,-0.1816277237383803,-0.17872455910248913,-1.447755553859969,-0.11355633583255523,0.8747416944255904,0.8973686844400324,0.37007270115289304,0.742564656435605,-0.6434710315233861
212,0.5048228416644209,0.5372956653147123,0.6181638127981904,-0.5026921655068483,0.4414277216661675,-0.19704258624247206,1.0468707081910142,0.9571717234343919,0.25301854056472406,1.2571662234841798,0.6047124466825233,2.112033624326682,0.3614669860423259,0.24431048349256457,0.13180340467743087,-0.6206042537995925,-0.7542177595631794,-0.9267255281791176,-0.15108685039713637,0.7069039957804405,0.6858434904331631,1.0794165466404575,-0.15712385576539803,-0.17872372383874313,-1.4201725041098832,-0.09135105132555721,0.8843726109878299,0.8975336601015946,0.370052093526756,0.742564656435605,-0.6463822982557141
213,0.4726625746591646,0.5045047526520663,0.6585630560180501,-0.6023918413605849,0.5161052528890788,-0.14779681501905126,1.077013900384724,1.00217780272754,0.28275696327259925,1.1927038573609192,0.653493189078049,2.2430581071530855,0.37750211792193894,0.2613939360411295,0.1901138102773761,-0.5624163371049309,-0.7605542073051194,-0.8501744392836237,-0.12261678647778866,0.6725502230012109,0.7053701909357482,1.1071060206092715,-0.10811611981943395,-0.17900584010425197,-1.3960038133345725,-0.09437864958568742,0.8676291321922952,0.8151824343176258,0.36944600916185255,0.6721669675072897,-0.6346251513560799
214,0.4314572325586799,0.462491395803051,0.5881090783166218,-0.7801674411495588,0.42213671679143694,-0.14779681501905126,0.9971804666878132,0.9467535935052617,0.22431001994196995,1.1347993260922467,0.5853917969878784,2.119560123766771,0.3728982564506572,0.26652971622162397,0.15833439318555445,-0.6233339495027719,-0.8343502843843847,-0.8220335603087445,-0.0860832740441857,0.6392700056213323,0.6272633889254076,0.9963481247340156,-0.10811611981943395,-0.2501593039017649,-1.4509539090844918,-0.17428148636281326,0.8390352699048292,0.7386148187883357,0.3210250279464507,0.6721669675072897,-0.6411446718196828
215,0.4475373660613081,0.478886852134374,0.6152876904613795,-0.7792812218086368,0.41886284056135387,-0.14779681501905126,0.9971804666878132,0.9467535935052617,0.2629313481340154,1.0746129750934692,0.6153667603928694,2.1244445918520727,0.43953182035104726,0.33751954877057516,0.2332106695661546,-0.6002584096796022,-0.8378210761826405,-0.8220335603087445,-0.0860832740441857,0.6564468920109471,0.6467900894279927,0.9963481247340156,-0.10811611981943395,-0.2500846697406988,-1.451053948963491,-0.13012429790549104,0.8845643386497627,0.7438255433186536,0.25904717483363476,0.6721669675072897,-0.6153419565645502
216,0.42643219083910844,0.47786213611366624,0.5980231596048351,-0.7739639057631043,0.42288266327424073,-0.22264278924468445,0.9734790401885072,1.0246959674175653,0.2708311652642065,1.0087431672207152,0.6219421551529136,2.169054379242109,0.44664911194413254,0.3620291779904323,0.20464470205489557,-0.547972918863333,-0.8336457160995077,-0.8150738779596083,-0.0860832740441857,0.6553733366115959,0.6272633889254076,0.9871183000777443,-0.1816277237383803,-0.3223915291726717,-1.45032784847867,-0.15362223634403785,0.7612653294428773,0.665569840678293,0.1961355943838791,0.6721669675072897,-0.5804111067320215
217,0.41135706568039454,0.462491395803051,0.5980231596048351,-0.7278805000351549,0.4108646366068471,-0.2477425896811018,0.9651190115403592,1.0246959674175653,0.2301822173420787,0.9414275676870367,0.5994360581297324,2.1778765536983107,0.39974410109615377,0.3120576820821179,0.16323636391124538,-0.6111222724987495,-0.7671178610475411,-0.9060616685883536,-0.16976782950037286,0.6392700056213322,0.6272633889254076,0.977888475421473,-0.20613159171136236,-0.32245499195092486,-1.4468234713307269,-0.17580310454020506,0.7560692422960089,0.5813332413042961,0.13297975334180254,0.6017692785789741,-0.6522153068658713
218,0.4204021407756228,0.4512195195752664,0.6626576154057086,-0.7243356226714665,0.4487006998735055,-0.2477425896811018,0.9783215705073617,0.9793208370642099,0.2568148415745102,0.9393528374786555,0.6421795401527237,2.1990112457784803,0.36029765998445434,0.24726237162721318,0.18447672143102858,-0.6050320263726997,-0.810127119114567,-0.9628135716123997,-0.2361010710094658,0.627460896228472,0.6858434904331631,0.9963481247340156,-0.20613159171136236,-0.394334349584608,-1.5021370692155311,-0.1253830905744354,0.7103238986339353,0.5010362918952203,0.13319259262911087,0.5313715896506584,-0.6151418663015391
219,0.44552734937347954,0.47683742009295854,0.7127421480481961,-0.7110423325576349,0.46109169978230186,-0.221105149903026,1.0004801329173831,1.0185612497937915,0.31474683386257896,1.0152971670841604,0.6820225645622326,2.203026233588315,0.40110688198685324,0.29073955740004737,0.2431742048092827,-0.5850555827879966,-0.7914740186634596,-0.9194685897056525,-0.2361010710094658,0.6542997812122452,0.7248968914383335,1.0148077740465582,-0.1816277237383803,-0.3220702029938004,-1.3820026052411338,-0.07486114617073283,0.7084639254130395,0.5026888889649874,0.18177828406150362,0.6017692785789741,-0.5253714014120697
220,0.5299480502622776,0.5629135658324044,0.7698792173594042,-0.6542609933571257,0.4882358634621056,-0.08763070311424417,1.0342038975490893,1.0679959418094271,0.36081656106309024,1.0913718863885287,0.746626415964635,2.3219037152503206,0.4379000660496564,0.32993815076158056,0.2783926948362352,-0.5825394213599798,-0.7675714027996832,-0.8414476222735072,-0.20570336097874542,0.7230073267707046,0.783476992946089,1.060956897327915,-0.05910838387346963,-0.25007552500557917,-1.2927229887771283,0.025220169916582096,0.8006533273281038,0.5139474537395538,0.24242747965800407,0.6721669675072897,-0.5498673340528953
221,0.5500482171405628,0.5834078862465583,0.8005623575762926,-0.6170397810383974,0.5015592964744062,-0.059644607870952694,1.078870504446433,1.1034429936414685,0.45736988154320396,1.1667563072871503,0.8043996473816579,2.317590179526199,0.4817011194126536,0.37660276333363363,0.3177681637188172,-0.5488477750426484,-0.6974992737920052,-0.7832942266573159,-0.20570336097874542,0.7444784347577229,0.8030036934486741,1.088646371296729,-0.03460451590048736,-0.2499549901879659,-1.2286417671691894,0.12091705520317049,0.8240858810556115,0.5171597989054761,0.30523276675249394,0.742564656435605,-0.4867181105091176
222,0.6133637428071614,0.6479649955511425,0.8556643601688099,-0.46948426077486705,0.5022223600146765,-0.10798875810037435,1.120321061253054,1.1545293404019659,0.4782868417890322,1.2281813604251282,0.8621728787986814,2.463856343777113,0.5199021218227052,0.4173012132671478,0.36103495485555914,-0.542767026086608,-0.6873646058204126,-0.7398285950280514,-0.25503900675537283,0.7906413169298127,0.8420570944538445,1.1163358452655432,-0.08361225184645167,-0.17762621101800008,-1.143485274700657,0.22190640565553116,0.9086001587928282,0.5944472063628433,0.3080556025096831,0.8129623453639206,-0.4842947421279649
223,0.6294438763097895,0.6643604518824655,0.8816644476102503,-0.49828638935483544,0.5011656024973716,-0.10798875810037435,1.120321061253054,1.1545293404019659,0.4782868417890322,1.1543501109394347,0.8621728787986814,2.468538767756177,0.547604340331035,0.4468145056385509,0.39216399625707027,-0.5461786008396012,-0.7319615417478067,-0.7398285950280514,-0.25503900675537283,0.8078182033194274,0.8615837949564296,1.1163358452655432,-0.08361225184645167,-0.17760984028024182,-1.1412603767861407,0.17143455086319312,0.8702429954939901,0.594230857570049,0.30703649479762857,0.8129623453639206,-0.5175317586093611
224,0.6073336927436757,0.6418166994268963,0.8656747488239566,-0.5505733304692395,0.47078900405875107,-0.1543791495963082,1.1079278143770133,1.1876350355077738,0.47120626495382406,1.1582656368964728,0.8132835002812084,2.396535233428665,0.5594902033750948,0.45947742471127107,0.40403614682323746,-0.5850921525973335,-0.7465496063478403,-0.7398285950280514,-0.13207421522391766,0.7841999845337071,0.8420570944538445,1.0978761959530001,-0.132619987792416,-0.10586541335353894,-1.1155648363230415,0.21393481905690911,0.8355293525991467,0.594024731806261,0.3079490886209628,0.8129623453639206,-0.4568494883212373
225,0.5972836093045331,0.6315695392198195,0.845376361707977,-0.57184259465137,0.4750989170705063,-0.1543791495963082,1.0912077570807175,1.1657823727295982,0.47120626495382406,1.0964532496530484,0.8132835002812084,2.3773324123920547,0.5482554702378544,0.4475082041344293,0.3838369574848715,-0.6008643877993853,-0.7670903170468106,-0.7398285950280514,-0.13207421522391766,0.7734644305401976,0.8225303939512593,1.0794165466404575,-0.132619987792416,-0.10597522787392792,-1.1181906420806773,0.23254082495733805,0.8324549801097126,0.5235257231075439,0.31474562056479743,0.8129623453639206,-0.45175768459645693
226,0.5822084841458193,0.616198798909204,0.8262129539096118,-0.596656736197189,0.43935564810282557,-0.23088666375209344,1.0663272929067438,1.1515950819724488,0.4016878742081418,1.1469869279448093,0.7593285661522249,2.406356172568386,0.5382542950787352,0.43685318722883587,0.36586459705209406,-0.6995598931313354,-0.808402214859569,-0.8155470001775565,-0.13207421522391766,0.7573610995499339,0.8030036934486741,1.060956897327915,-0.20613159171136236,-0.17786918427757772,-1.063437476896536,0.30124797938840353,0.8410941448793281,0.5253774412248186,0.3173311547853404,0.8129623453639206,-0.47907090894173426
227,0.6485390348441605,0.6838300562759114,0.8663097657147508,-0.5257591889234206,0.40736283228479686,-0.23088666375209344,1.1115157318316995,1.2109215524051156,0.39990336194569687,1.1496023919043585,0.7615897491618175,2.247102134910661,0.5686462619546724,0.4692320742801321,0.38765038779942956,-0.6887067645033453,-0.7744162374431238,-0.7940967970588022,-0.10700260655393971,0.8153330911148837,0.8615837949564296,1.1347954945780858,-0.20613159171136236,-0.17886104594683563,-1.0657586019271699,0.30470707436066696,0.8844246882925,0.6122748060523967,0.31861011687834073,0.8481611898280782,-0.42137825944223006
228,0.6837143268811596,0.7196951170006807,0.9243916382847194,-0.49043701804952533,0.38517092442138473,-0.206151938906761,1.1457082658111688,1.2379832801478565,0.4076276275841061,1.1507758991941275,0.7727730477692958,2.2296604096728108,0.571864745264391,0.5073076779284791,0.4134923147767791,-0.7241538531165759,-0.7664814128455003,-0.7669826365450023,-0.04361899959661376,0.8529075300921662,0.9201638964641853,1.1717147932031708,-0.1816277237383803,-0.1786526487213902,-1.008739087383615,0.3415880707781711,0.980878097576803,0.6102996532639714,0.3177669081575154,0.8481611898280782,-0.3336142548673522
229,0.6957744270081309,0.7319917092491729,0.953070953332093,-0.49043701804952533,0.3970853474106114,-0.206151938906761,1.1457082658111688,1.2848951149158454,0.4192140260417196,1.1582924818344744,0.785145317039334,2.241263397799538,0.5958555702337921,0.5328669388714316,0.449437035642334,-0.6989887113869583,-0.7827679618018899,-0.7669826365450023,0.08047913194396451,0.8657901948843774,0.9396905969667704,1.1717147932031708,-0.1816277237383803,-0.178857055242272,-1.068953707444278,0.38119391377165796,0.9483804077708303,0.6123027675872512,0.3797611580269184,0.8481611898280782,-0.2645815588421972
230,0.7108495521668448,0.7473624495597881,0.9866232889781048,-0.4691677538673948,0.4178268037796829,-0.17761738457028706,1.179956659331538,1.309210134767863,0.4192140260417196,1.2348120601114343,0.785145317039334,2.2457128779381597,0.6325838700359512,0.5719964060669821,0.4934601481760246,-0.6453335824313705,-0.7380005207192318,-0.7019651636848814,0.08047913194396451,0.8818935258746412,0.9592172974693555,1.1901744425157135,-0.15712385576539803,-0.10714503093731834,-0.9958662492583027,0.3795401338397184,1.0454194844882874,0.6953511346319202,0.4424240012437167,0.9185588787563939,-0.17511317766180765
231,0.7108495521668448,0.7473624495597881,0.9866232889781048,-0.43194654154866646,0.41534031550367057,-0.17761738457028706,1.179956659331538,1.279329098925833,0.4192140260417196,1.2320815464175943,0.785145317039334,2.2275875236287264,0.6325838700359512,0.5719964060669821,0.4934601481760246,-0.6759777905401444,-0.705450996108834,-0.7019651636848814,0.08047913194396451,0.8818935258746412,0.9592172974693555,1.1901744425157135,-0.15712385576539803,-0.10702564649587197,-0.9658602082885696,0.3969175265772969,1.0552975287804458,0.6818530984780348,0.43976837885247183,0.8481611898280782,-0.17414438575728214
232,0.7148695855425019,0.7514613136426191,0.9657359179480968,-0.44258117363973165,0.39250606483562167,-0.152300043821102,1.179956659331538,1.270066522316368,0.4192140260417196,1.2323998506824658,0.785145317039334,2.231984105402481,0.6373347613154383,0.5770578939515749,0.47210580194721763,-0.7037233426017495,-0.7158849978329408,-0.6704270568480567,0.006753855924224899,0.8861877474720448,0.9396905969667704,1.1901744425157135,-0.132619987792416,-0.10699849287006603,-0.9659736379843146,0.37843022621377786,1.072770861595928,0.7685931620820882,0.43975412899848887,0.8481611898280782,-0.10738694133474741
