,sent_no,sent_raw,syuzhet,bing,afinn,nrc,sent_clean,char_len,token_len,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
88,89,"and after rolling up his sleeves, he commenced to lay on the heavy cowskin, and soon the warm, red blood (amid heart-rending shrieks from her, and horrid oaths from him) came dripping to the floor.",-0.4,-1,-2,-1,and after rolling up his sleeves he commenced to lay on the heavy cowskin and soon the warm red blood amid heart rending shrieks from her and horrid oaths from him came dripping to the floor,197,35,-0.3298969072164949,-0.17450819468751744,-0.5,-0.42728593342641585,-0.6666666666666666,-0.4419052301333678,-0.5,-0.3206372977801168,,,,,,,,,
89,90,"I was so terrified and horror-stricken at the sight, that I hid myself in a closet, and dared not venture out till long after the bloody transaction was over.",-1.75,-2,-9,-2,i was so terrified and horror stricken at the sight that i hid myself in a closet and dared not venture out till long after the bloody transaction was over,158,29,-1.4432989690721651,-0.9213789053789618,-1.0,-1.031318892055072,-3.0,-2.399860719798739,-1.0,-0.7739063629977172,-0.19999999999999993,-0.3651685393258427,-0.8539325842696629,0.1404494382022472,-0.3196629213483146,-0.8244103542743495,-1.8124174915683544,-1.2467312073494736,0.018238423393707542
90,91,I expected it would be my turn next.,0.0,0,0,0,i expected it would be my turn next,36,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20112359550561792,-0.3651685393258427,-0.8651685393258427,0.1404494382022472,-0.322752808988764,-0.830442769003483,-1.8124174915683544,-1.2815662486287633,0.018238423393707542
91,92,It was all new to me.,0.8,0,0,0,it was all new to me,21,6,0.6597938144329898,2.0331220951780318,0.0,0.0,0.0,0.0,0.0,0.0,-0.20533707865168535,-0.37640449438202245,-0.8539325842696629,0.12921348314606743,-0.3266151685393258,-0.8530643242377334,-1.9001480499541428,-1.2467312073494736,-0.04461098855765662
92,93,I had never seen any thing like it before.,0.5,1,2,0,i had never seen any thing like it before,42,9,0.4123711340206186,0.8476043140968348,0.5,1.6602975060220666,0.6666666666666666,1.7171034524938076,0.0,0.0,-0.20898876404494376,-0.3651685393258427,-0.8595505617977528,0.12359550561797752,-0.32752808988764043,-0.8726696721074169,-1.8124174915683544,-1.2641487279891184,-0.07603569453333878
93,94,"I had always lived with my grandmother on the outskirts of the plantation, where she was put to raise the children of the younger women.",0.85,0,0,2,i had always lived with my grandmother on the outskirts of the plantation where she was put to raise the children of the younger women,136,25,0.7010309278350516,0.5191025701327955,0.0,0.0,0.0,0.0,1.0,0.8976818708742013,-0.20926966292134824,-0.3595505617977528,-0.8426966292134831,0.12359550561797752,-0.3219803370786516,-0.8741777757897001,-1.7685522123754602,-1.211896166070184,-0.07603569453333878
94,95,"I had therefore been, until now, out of the way of the bloody scenes that often occurred on the plantation.",-0.75,-1,-3,-1,i had therefore been until now out of the way of the bloody scenes that often occurred on the plantation,107,20,-0.6185567010309279,-0.572482374063904,-0.5,-0.7475902313472673,-1.0,-1.1597527816318742,-0.5,-0.5609950922179854,-0.2162921348314606,-0.3595505617977528,-0.8764044943820225,0.10112359550561797,-0.3377808988764045,-0.9118803678467838,-1.7685522123754602,-1.316401289908053,-0.2017345184360671
95,96,"CHAPTER II   My master's family consisted of two sons, Andrew and Richard; one daughter, Lucretia, and her husband, Captain Thomas Auld.",1.0,0,0,2,chapter ii   my master own family consisted of two sons andrew and richard one daughter lucretia and her husband captain thomas auld,136,21,0.8247422680412372,0.7269790452177516,0.0,0.0,0.0,0.0,1.0,1.068587510260056,-0.21460674157303364,-0.3539325842696629,-0.8876404494382022,0.08426966292134831,-0.3429775280898876,-0.9028317457530839,-1.7246869331825658,-1.3512363311873423,-0.2960086363631133
96,97,"They lived in one house, upon the home plantation of Colonel Edward Lloyd.",0.0,0,0,1,they lived in one house upon the home plantation of colonel edward lloyd,74,13,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8628371864167477,-0.21432584269662913,-0.34831460674157305,-0.8764044943820225,0.08426966292134831,-0.33869382022471906,-0.9013236420708004,-1.6808216539896719,-1.316401289908053,-0.2960086363631133
97,98,My master was Colonel Lloyd's clerk and superintendent.,0.0,1,0,2,my master was colonel lloyd own clerk and superintendent,55,8,0.0,0.0,0.5,1.8675755966615255,0.0,0.0,1.0,2.8028743558756273,-0.2157303370786516,-0.3595505617977528,-0.8707865168539326,0.07865168539325842,-0.34185393258426966,-0.9088641604822172,-1.7685522123754602,-1.298983769268408,-0.3274333423387954
98,99,He was what might be called the overseer of the overseers.,0.0,0,0,0,he was what might be called the overseer of the overseers,58,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22219101123595497,-0.37640449438202245,-0.898876404494382,0.07303370786516854,-0.3561095505617977,-0.9435505451747342,-1.9001480499541428,-1.386071372466632,-0.3588580483144775
99,100,I spent two years of childhood on this plantation in my old master's family.,0.35,0,0,0,i spent two years of childhood on this plantation in my old master own family,76,14,0.288659793814433,0.38157319122118033,0.0,0.0,0.0,0.0,0.0,0.0,-0.21797752808988755,-0.3651685393258427,-0.8932584269662921,0.06179775280898876,-0.3536516853932584,-0.9209289899404839,-1.8124174915683544,-1.3686538518269873,-0.42170746026584166
100,101,"It was here that I witnessed the bloody transaction recorded in the first chapter; and as I received my first impressions of slavery on this plantation, I will give some description of it, and of slavery as it there existed.",-0.9,-1,-6,-1,it was here that i witnessed the bloody transaction recorded in the first chapter and as i received my first impressions of slavery on this plantation i will give some description of it and of slavery as it there existed,224,40,-0.7422680412371134,-0.3435752753317287,-0.5,-0.37388854109619646,-2.0,-1.1600426473608503,-0.5,-0.28056765296880504,-0.21797752808988755,-0.3651685393258427,-0.8932584269662921,0.06179775280898876,-0.3536516853932584,-0.9209289899404839,-1.8124174915683544,-1.3686538518269873,-0.42170746026584166
101,102,"The plantation is about twelve miles north of Easton, in Talbot county, and is situated on the border of Miles River.",0.0,0,0,0,the plantation is about twelve miles north of easton in talbot county and is situated on the border of miles river,117,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22219101123595497,-0.3707865168539326,-0.898876404494382,0.056179775280898875,-0.3589185393258427,-0.9435505451747342,-1.8562827707612488,-1.386071372466632,-0.45313216624152375
102,103,"The principal products raised upon it were tobacco, corn, and wheat.",0.15,0,0,0,the principal products raised upon it were tobacco corn and wheat,68,11,0.12371134020618557,0.20809032343358258,0.0,0.0,0.0,0.0,0.0,0.0,-0.2249999999999999,-0.3651685393258427,-0.9101123595505618,0.05056179775280899,-0.36242977528089887,-0.9586315819975677,-1.8124174915683544,-1.4209064137459217,-0.4845568722172058
103,104,"These were raised in great abundance; so that, with the products of this and the other farms belonging to him, he was able to keep in almost constant employment a large sloop, in carrying them to market at Baltimore.",1.1,2,3,1,these were raised in great abundance so that with the products of this and the other farms belonging to him he was able to keep in almost constant employment a large sloop in carrying them to market at baltimore,216,39,0.9072164948453609,0.4306898926948849,1.0,0.766945938439314,1.0,0.5948898528698746,0.5,0.28775985119922814,-0.2244382022471909,-0.3595505617977528,-0.898876404494382,0.0449438202247191,-0.3594803370786517,-0.955615374633001,-1.7685522123754602,-1.386071372466632,-0.5159815781928879
104,105,"This sloop was named Sally Lloyd, in honor of one of the colonel's daughters.",1.0,1,2,1,this sloop was named sally lloyd in honor of one of the colonel own daughters,77,14,0.8247422680412372,1.090209117774801,0.5,1.06775735397993,0.6666666666666666,1.1042899433953752,0.5,0.8012499496989214,-0.2047752808988763,-0.33707865168539325,-0.8707865168539326,0.06741573033707865,-0.3363061797752809,-0.8500481168731664,-1.5930910956038833,-1.298983769268408,-0.3902827542901596
105,106,"My master's son-in-law, Captain Auld, was master of the vessel; she was otherwise manned by the colonel's own slaves.",-1.0,0,-3,2,my master own son in law captain auld was master of the vessel she was otherwise manned by the colonel own own slaves,117,19,-0.8247422680412372,-0.8034629005799558,0.0,0.0,-1.0,-1.2207602925015153,1.0,1.181011235695096,-0.20702247191011225,-0.33707865168539325,-0.8707865168539326,0.06179775280898876,-0.33827247191011234,-0.8621129463314331,-1.5930910956038833,-1.298983769268408,-0.42170746026584166
106,107,"Their names were Peter, Isaac, Rich, and Jake.",0.5,1,2,0,their names were peter isaac rich and jake,46,8,0.4123711340206186,0.9534225805259027,0.5,1.8675755966615255,0.6666666666666666,1.931473421594158,0.0,0.0,-0.1994382022471909,-0.3258426966292135,-0.8539325842696629,0.06179775280898876,-0.3293539325842696,-0.8213941469097825,-1.505360537218095,-1.2467312073494736,-0.42170746026584166
107,108,"These were esteemed very highly by the other slaves, and looked upon as the privileged ones of the plantation; for it was no small affair, in the eyes of the slaves, to be allowed to see Baltimore.",0.55,0,0,0,these were esteemed very highly by the other slaves and looked upon as the privileged ones of the plantation for it was no small affair in the eyes of the slaves to be allowed to see baltimore,197,37,0.45360824742268047,0.22698206854941178,0.0,0.0,0.0,0.0,0.0,0.0,-0.20224719101123584,-0.33707865168539325,-0.8651685393258427,0.056179775280898875,-0.33707865168539325,-0.8364751837326161,-1.5930910956038833,-1.2815662486287633,-0.45313216624152375
108,109,"Colonel Lloyd kept from three to four hundred slaves on his home plantation, and owned a large number more on the neighboring farms belonging to him.",-1.0,-1,-3,1,colonel lloyd kept from three to four hundred slaves on his home plantation and owned a large number more on the neighboring farms belonging to him,149,26,-0.8247422680412372,-0.5872291326422514,-0.5,-0.575135737380193,-1.0,-0.8922204213938411,0.5,0.43158445964174885,-0.2087078651685392,-0.33707865168539325,-0.8651685393258427,0.0449438202247191,-0.34150280898876395,-0.8711615684251331,-1.5930910956038833,-1.2815662486287633,-0.5159815781928879
109,110,The names of the farms nearest to the home plantation were Wye Town and New Design.,0.8,0,0,0,the names of the farms nearest to the home plantation were wye town and new design,83,16,0.6597938144329898,0.7632144779525277,0.0,0.0,0.0,0.0,0.0,0.0,-0.21994382022471898,-0.3539325842696629,-0.8932584269662921,0.02247191011235955,-0.36116573033707855,-0.9314857157164672,-1.7246869331825658,-1.3686538518269873,-0.6416804020956162
110,111,"""Wye Town"" was under the overseership of a man named Noah Willis.",0.0,0,0,0,wye town was under the overseership of a man named noah willis,65,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22949438202247177,-0.3595505617977528,-0.9269662921348315,0.016853932584269662,-0.37478932584269664,-0.9827612409141011,-1.7685522123754602,-1.4731589756648564,-0.6731051080712983
111,112,New Design was under the overseership of a Mr. Townsend.,0.8,0,0,0,new design was under the overseership of a mr townsend,56,10,0.6597938144329898,1.2206856935084884,0.0,0.0,0.0,0.0,0.0,0.0,-0.22050561797752793,-0.34269662921348315,-0.9213483146067416,0.011235955056179775,-0.36832865168539325,-0.9345019230810337,-1.6369563747967775,-1.4557414550252115,-0.7045298140469803
112,113,"The overseers of these, and all the rest of the farms, numbering over twenty, received advice and direction from the managers of the home plantation.",0.6,0,0,2,the overseers of these and all the rest of the farms numbering over twenty received advice and direction from the managers of the home plantation,149,25,0.4948453608247423,0.36642534362314977,0.0,0.0,0.0,0.0,1.0,0.8976818708742013,-0.22162921348314588,-0.33707865168539325,-0.9325842696629213,0.0056179775280898875,-0.3714185393258426,-0.940534337810167,-1.5930910956038833,-1.490576496304501,-0.7359545200226625
113,114,This was the great business place.,0.5,1,3,0,this was the great business place,34,6,0.4123711340206186,1.2707013094862698,0.5,2.4890649799099536,1.0,3.8613399601420646,0.0,0.0,-0.2269662921348313,-0.33707865168539325,-0.9606741573033708,-0.0056179775280898875,-0.3825842696629213,-0.9691883077735508,-1.5930910956038833,-1.577664099502725,-0.7988039319740265
114,115,It was the seat of government for the whole twenty farms.,-0.5,0,0,-1,it was the seat of government for the whole twenty farms,57,11,-0.4123711340206186,-0.6936344114452753,0.0,0.0,0.0,0.0,-0.5,-1.0195741866741042,-0.23033707865168523,-0.33707865168539325,-0.9606741573033708,-0.0056179775280898875,-0.38342696629213474,-0.987285551960951,-1.5930910956038833,-1.577664099502725,-0.7988039319740265
115,116,All disputes among the overseers were settled here.,-0.6,0,-2,0,all disputes among the overseers were settled here,51,8,-0.4948453608247423,-1.1441070966310833,0.0,0.0,-0.6666666666666666,-1.931473421594158,0.0,0.0,-0.22837078651685377,-0.33707865168539325,-0.9438202247191011,0.0056179775280898875,-0.3759129213483146,-0.9767288261849676,-1.5930910956038833,-1.5254115375837907,-0.7359545200226625
