,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
103,103,"My master s son-in-law, Captain Auld, was master of the vessel; she was otherwise manned by the colonel s own slaves.",-0.14485330963146192,-0.1573539555549935,-0.158222769809123,-0.06505146368471063,-0.13205518934759336,-0.05509904607377319,-0.15956887284411062,-0.1583353401903229,-0.017986739711043868,-0.058903004701938565,-0.06539589365724459,0.05506747933394558,-1.219381252831369,-1.209150488046019,-1.5762284524424943,-1.6522143350375271,-0.23831384460912608,0.3708768498607175,0.7886491972913383,-1.0784639239536649,-1.861139226261267,-1.4320604247468522,-0.4260706785034371,0.3037722116016551,0.1101778209025626,-1.4601148678698683,0.23794246637191188,0.1938027766139589,-1.3644394554695805,1.0575613735129574,-0.5337072223045557
104,104,"Their names were Peter, Isaac, Rich, and Jake.",-0.14831657939670673,-0.16096959399012262,-0.158222769809123,-0.07096917635814894,-0.13620813032472034,-0.058993474456817845,-0.1616888201526408,-0.15404401048090932,-0.00040196358321651135,-0.05861256154733512,-0.05554610812937627,0.04806766883989902,-1.2386625345930902,-1.2271611734624344,-1.5531689107524904,-1.680301564561111,-0.37605461594193096,0.34369463579406356,0.9538518826274779,-1.1046208650671674,-1.861139226261267,-1.449825981946663,-0.46286263388005383,0.4180674781141319,0.02285639438508305,-1.3843503729731454,0.29841830976820355,0.18489681671131958,-1.4654013205944587,1.2035080095528075,-0.5884549256617456
105,105,"These were esteemed very highly by the other slaves, and looked upon as the privileged ones of the plantation; for it was no small affair, in the eyes of the slaves, to be allowed to see Baltimore.",-0.1559357728802453,-0.16892399854740667,-0.1497238333717769,-0.057227319787523045,-0.12475006487758361,-0.07332542593536354,-0.16428624141506662,-0.1623189355298119,0.00967848133082465,-0.05589682145207415,-0.04301094952948886,0.040933139055248854,-1.2796316935450491,-1.2654305500929728,-1.4627840031097123,-1.5755581686995501,-0.1877945295068321,0.2295589368227712,0.9538518826274779,-1.167397523739573,-1.8130308553163057,-1.538653767945715,-0.6100304553865209,0.5318850833077736,0.11000088189419101,-1.2310323250924124,0.16910043098443997,0.20614074895349505,-1.3317759062663912,1.3494546455926575,-0.7237320068207655
106,106,"Colonel Lloyd kept from three to four hundred slaves on his home plantation, and owned a large number more on the neighboring farms belonging to him.",-0.1628623124107349,-0.1761552754176649,-0.14617890089345892,-0.07080159274143398,-0.13400403286954268,-0.0877351105766517,-0.16436427037236434,-0.1619720823840495,0.016818796478270476,-0.043133422602660496,-0.031370770731988275,0.042946023818542144,-1.321773412795915,-1.304795217738724,-1.432081776562553,-1.6054711022504453,-0.2772518510360796,0.11111472440602049,1.1553862593915192,-1.1639099315911061,-1.716814113426384,-1.4853570963462837,-0.6836143661397545,0.6466999275094785,0.06458035336033063,-1.115244135662368,0.2830390085615947,0.23475942272017222,-1.2079901635175347,1.4954012816325077,-0.6440692842605695
107,107,The names of the farms nearest to the home plantation were Wye Town and New Design.,-0.14115915521520078,-0.15349727455752246,-0.12888627769860658,-0.06175207743882669,-0.12671916664820188,-0.06590134227964164,-0.15635809286407265,-0.1515143296433942,0.02595253294138978,-0.030272136038169854,-0.01485711742466342,0.05659208510476986,-1.151868313580979,-1.1460865110032512,-1.247688103975545,-1.5635412376752813,-0.18123894990489667,0.27602588259168387,1.4191419170056816,-1.0209186535039592,-1.5243806296465408,-1.3965293103472314,-0.4996545892566706,0.7616126086032232,0.1655479803754532,-1.0712537025341584,0.28778481757739305,0.23735608751374784,-1.0736538245089258,1.6413479176723578,-0.5794414500399647
108,108,Wye Town was under the overseership of a man named Noah Willis.,-0.14115915521520078,-0.15349727455752246,-0.12888627769860658,-0.06527133338984063,-0.12695011068302747,-0.06590134227964164,-0.15635809286407265,-0.1515143296433942,0.02445913369486516,-0.017443693378080043,-0.0197938283193361,0.05028694627787413,-1.151868313580979,-1.1460865110032512,-1.247688103975545,-1.5212853749900133,-0.307204368017783,0.27602588259168387,1.4191419170056816,-1.0209186535039592,-1.5243806296465408,-1.3965293103472314,-0.4996545892566706,0.8765915975172794,0.2516102747309989,-0.958199416577826,0.29557267011613175,0.36084401998787674,-0.939622033633671,1.7872945537122078,-0.507890852311378
109,109,New Design was under the overseership of a Mr. Townsend.,-0.13215465382556427,-0.14409661462618675,-0.12080422461190153,-0.06426583168955095,-0.12478652972518764,-0.062141374059024125,-0.15271874472082456,-0.14577169335039594,0.01773883708550439,-0.014929524696102602,-0.023399894013168526,0.05392315268746805,-1.0970555170235157,-1.0948857636779177,-1.1659318788768116,-1.4780269722773183,-0.29266192924859996,0.3154511653033131,1.4191419170056816,-0.9529106066088527,-1.428163887756619,-1.3609981959476105,-0.46286263388005383,0.9904433878015354,0.16862930986567173,-0.9432068746654921,0.3488757365297292,0.48153241114068923,-0.8069964776551295,1.7872945537122078,-0.579858982013315
110,110,"The overseers of these, and all the rest of the farms, numbering over twenty, received advice and direction from the managers of the home plantation.",-0.13469438498674377,-0.14674808281194812,-0.12950498271910926,-0.0771194950915876,-0.12776449227951772,-0.05819886131302631,-0.15721148507901428,-0.15101230535347496,0.007658392171463228,-0.027639471701099212,-0.033208585708247064,0.046599911000729466,-1.1455044666296106,-1.1401420283233257,-1.1939998467368205,-1.4998584764106504,-0.434193915117105,0.2620690801594952,1.443754233473364,-0.9720923634254212,-1.5243806296465408,-1.3965293103472314,-0.4260706785034371,0.8754994281391346,0.11953421623092886,-1.0612050653084404,0.20287011660212628,0.37028117614330913,-0.9411366526965067,1.6413479176723578,-0.6572659433663268
111,111,This was the great business place.,-0.15639754218227792,-0.1597643811784129,-0.13279470494382078,-0.08102942196988744,-0.11692632924164972,-0.07586802149242067,-0.1558039306087206,-0.15144261188769143,0.0017559094351992694,-0.025223190734198764,-0.03933324100720526,0.03892708282505632,-1.2073345489187763,-1.1717002762473532,-1.2708649857034988,-1.4370578453543545,-0.3276050743692724,0.12208287542128146,1.5278845506535932,-1.038356614246294,-1.5243806296465408,-1.378763753147421,-0.5364465446332874,0.9899922420614171,0.2591817663281616,-0.9985179227701835,0.206404900299722,0.3721972773147827,-0.9402909846796752,1.6413479176723578,-0.6663920203628516
112,112,It was the seat of government for the whole twenty farms.,-0.16563292822293074,-0.16940608367209056,-0.14536836464396147,-0.0785156677191632,-0.120179803977877,-0.09107822988495212,-0.16534042855393086,-0.16086632498703257,-0.007204486043948429,-0.024530248751153748,-0.04496168988027287,0.041839976296057124,-1.3628132387942744,-1.3169332439986636,-1.5127940604521386,-1.4238035743945248,-0.2264977535947487,-0.20670141521045163,1.5278845506535932,-1.108108457215634,-1.6687057424814233,-1.4675915391464733,-0.6836143661397545,0.9903405031009936,0.30527514452436777,-0.9994525578820813,0.19032533989840036,0.4668487430418352,-0.9474950355925637,1.6413479176723578,-0.6867221879025234
113,113,All disputes among the overseers were settled here.,-0.16748000543106129,-0.1713344241708261,-0.14961783286263453,-0.0805266711197426,-0.11989618849651223,-0.08344122693052133,-0.17116578173802421,-0.16086632498703257,-0.007204486043948429,-0.03725114372428397,-0.04496168988027287,0.04529841646502178,-1.3793024433195522,-1.3323358442584297,-1.5579865142735279,-1.4054093192170158,-0.2586522955508142,-0.11952883520501154,1.5278845506535932,-1.1220588258095017,-1.716814113426384,-1.5208882107459047,-0.6100304553865209,0.8755020875895688,0.21220716167494325,-1.0689967813430614,0.06808171084435626,0.4567265043792448,-1.0807809484543653,1.4954012816325077,-0.8315341660360291
114,114,"If a slave was convicted of any high misdemeanor, became unmanageable, or evinced a determination to run away, he was brought immediately here, severely whipped, put on board the sloop, carried to Baltimore, and sold to Austin Woolfolk, or some other slave-trader, as a warning to the slaves remaining.",-0.15778285008837584,-0.16121063655246454,-0.14200287328375719,-0.06737135720761903,-0.10900940566183885,-0.0760792576642002,-0.17116578173802421,-0.15272961961275713,0.004431583085222542,-0.03556129264295487,-0.03023010961460762,0.056946409091566924,-1.2560935722883353,-1.2606036477100784,-1.4122280070673963,-1.3084694251481208,0.06266260772686875,-0.028027859276128612,1.7388215129880695,-1.0488193906916952,-1.6205973715364625,-1.5208882107459047,-0.5364465446332874,0.9902072011505818,0.29763636158440404,-1.0620480117429192,0.005450949671554033,0.5561951015736355,-1.0756118719333507,1.4954012816325077,-0.948571368543382
115,115,"Here, too, the slaves of all the other farms received their monthly allowance of food, and their yearly clothing.",-0.16147700450463698,-0.16506731754993562,-0.14200287328375719,-0.06988511145834328,-0.11112436682287327,-0.08004943990209809,-0.1758150216617802,-0.15871218439756093,0.009891824080328172,-0.03553553271793461,-0.030453107055612497,0.057480781788419574,-1.3320285929738822,-1.3315347085470985,-1.4122280070673963,-1.3214933023453495,-0.05101445052638781,-0.08378362878730843,1.7388215129880695,-1.0767201278794307,-1.6205973715364625,-1.5564193251455256,-0.5732385000099042,0.9903455509094952,0.2958756794951892,-1.0682537451582579,-0.17092688815051724,0.5556120752493766,-1.075282398325198,1.4954012816325077,-0.9691224707079987
116,116,"The men and women slaves received, as their monthly allowance of food, eight pounds of pork, or its equivalent in fish, and one bushel of corn meal.",-0.1540886956721147,-0.15735395555499349,-0.129254468627738,-0.05898064661904155,-0.11416715577294388,-0.08015900747901646,-0.1783871885789495,-0.1519654995247242,-0.006068880366903666,-0.023571335542274547,-0.0403859374654841,0.0575061001653748,-1.285886557587983,-1.2965197024116553,-1.3033141933578487,-1.2887106462017548,0.0315349693907319,-0.12697285771385103,1.939780235433809,-1.0209186535039592,-1.4762722587015802,-1.574184882345336,-0.5732385000099042,1.10525034287221,0.2523853154650181,-0.9904354383131811,0.02092390875900657,0.5562597144928466,-0.9462268639580089,1.6413479176723578,-0.7790549009332458
117,117,"Their yearly clothing consisted of two coarse linen shirts, one pair of linen trousers, like the shirts, one jacket, one pair of trousers for winter, made of coarse negro cloth, one pair of stockings, and one pair of shoes; the whole of which could not have cost more than seven dollars.",-0.15916815799447376,-0.15783604067967735,-0.129254468627738,-0.06601915852106945,-0.11493696922236254,-0.08394655115591626,-0.17276009614905904,-0.1446972309740493,0.0028915151122440317,-0.024415617084813587,-0.03539595088431357,0.055346296532553,-1.335732951765563,-1.306550848906785,-1.3033141933578487,-1.310893177620716,-0.07523069979491162,-0.16832244306341762,1.8167186530953963,-1.0244062456524263,-1.4762722587015802,-1.5208882107459047,-0.6100304553865209,1.1049470591446873,0.29838838425279207,-0.9458388173623177,-0.10656820805625267,0.5558505544309311,-0.8126723975270381,1.4954012816325077,-0.9243622576864302
118,118,"The allowance of the slave children was given to their mothers, or the old women having the care of them.",-0.1464695021885761,-0.14457869975087062,-0.11496913749316964,-0.06199715171991065,-0.11110816022393813,-0.06805028207607988,-0.15649579231339822,-0.1270820462142597,0.021559005693801737,-0.011639338272889807,-0.020529454817321713,0.054371813079562924,-1.2400302750189784,-1.2171547794082525,-1.2355255126257647,-1.2181147218208739,0.00822464905035333,0.05792920387454899,1.8167186530953963,-0.9284974615695839,-1.3319471458666972,-1.3965293103472314,-0.46286263388005383,1.2199689870307227,0.4827312549932941,-0.8003336628483365,0.08424627583980254,0.5717023036055092,-0.6787363038153088,1.6413479176723578,-0.7088013808730936
119,119,"The children unable to work in the field had neither shoes, stockings, jackets, nor trousers, given to them; their clothing consisted of two coarse linen shirts per year.",-0.14185180916824972,-0.13975784850403178,-0.11058699770503286,-0.06501365682077975,-0.10992507850167368,-0.06419656810549877,-0.15245298787789222,-0.12322232699825723,0.027479266992524322,-0.0016142194531298631,-0.016884889709691726,0.057322845687272986,-1.196306668758243,-1.176312467814803,-1.1875916767924182,-1.178777314696172,-0.03590572766148328,0.10415944571607912,1.9232931096303718,-0.8936215400849138,-1.2838387749217366,-1.3609981959476105,-0.4260706785034371,1.2204041966575292,0.5790926292499022,-0.7181818432352906,0.09134380935320237,0.5755534679864858,-0.5444965990783718,1.7872945537122078,-0.6516743433432395
120,120,"When these failed them, they went naked until the next allowance-day.",-0.15431958032313103,-0.1527741468704966,-0.10201643076784463,-0.053450387267448204,-0.11821475385699254,-0.07502441616223356,-0.14813672571699182,-0.11385207622589451,0.02299906925295047,0.010976587898648043,-0.02506020515868056,0.045678849028203905,-1.1036824173098412,-1.1398807253801553,-0.9002145402036797,-1.1922900819387645,0.18871654857024764,0.0861605604422747,1.9924477488117418,-1.0139434692070253,-1.2357304039767758,-1.3965293103472314,-0.5732385000099042,1.335342597210635,0.7285786322453627,-0.7225999611452991,0.10307665901865623,0.5767127592109826,-0.4125582237025957,1.7872945537122078,-0.4542699284533814
121,121,"Children from seven to ten years old, of both sexes, almost naked, might be seen at all seasons of the year.",-0.14739304079264143,-0.14554287000023838,-0.09374159651359733,-0.04490362281498576,-0.11221020895152697,-0.06744932880843395,-0.14250963328710137,-0.10621217930475989,0.03793306171819664,0.023753510708697332,-0.008546551851355708,0.04736556534585855,-1.029378010886307,-1.0704728247184583,-0.7801692270165209,-1.0698840500170712,0.3228612817940762,0.2019393994210611,1.9924477488117418,-0.9616295869800202,-1.139513662086854,-1.3432326387478002,-0.4996545892566706,1.4503471271435067,0.9025680442830067,-0.5774296253242109,0.10162455501882381,0.6934310224835227,-0.2783297882918288,1.933241189752058,-0.2560698921089164
122,122,"There were no beds given the slaves, unless one coarse blanket be considered such, and none but the men and women had these.",-0.15016365660483727,-0.14361452950150286,-0.10096390373233984,-0.06626530533730038,-0.13715216471269162,-0.07031882793012272,-0.1493462183304351,-0.11047612587108693,0.03815084910831481,0.025395061930613444,-0.009995904214060833,0.013275569350334207,-1.0211619558351632,-1.0313577644744976,-0.8303618267563291,-1.1909135455522024,0.1709837910837247,0.21120126506098125,1.9514272213656043,-0.9302412576438174,-1.1876220330318146,-1.3965293103472314,-0.5364465446332874,1.4514782651914984,1.037328759545041,-0.5913992386669086,0.17763436213483952,0.6747763775700459,-0.258824683172856,2.0791878257919083,-0.12740863712340522
123,123,"This, however, is not considered a very great privation.",-0.1406973859131681,-0.13373178444548325,-0.08414569985372464,-0.06400292651164854,-0.1481118772425731,-0.07774401199907618,-0.14761706696504615,-0.11484830105056541,0.032177252122216345,0.02307988866941752,-0.025203618723203525,0.004661416343899989,-0.9242683355429908,-0.9408492321317742,-0.623560946530243,-1.3323565602329979,0.2602682695269761,0.1386692942092657,2.101914209110265,-0.8587456186002443,-0.9951885492519715,-1.378763753147421,-0.6100304553865209,1.4514451850596455,1.1318207645167355,-0.5828777078256211,0.2933326742093447,0.6594825548112244,-0.38000871735702785,2.006214507771983,-0.053628875059519396
124,124,"They find less difficulty from the want of beds, than from the want of time to sleep; for when their day s work in the field is done, the most of them having their washing, mending, and cooking to do, and having few or none of the ordinary facilities for doing either of these, very many of their sleeping hours are consumed in preparing for the field the coming day; and when this is done, old and young, male and female, married and single, drop down side by side, on one common bed, the cold, damp floor, each covering himself or herself with their miserable blankets; and here they sleep till they are summoned to the field by the driver s horn.",-0.12915315336235209,-0.1216796563283862,-0.07070105251062912,-0.06903043501309704,-0.14726508244821257,-0.07027372780794194,-0.14312432660685642,-0.10757612062230673,0.037590824390868076,0.024117369649608516,-0.016077382402118756,0.008693368908279032,-0.8500663203428385,-0.8715369753249059,-0.552000307512226,-1.296842917098345,0.2069638340838365,0.3047553655651793,2.137958112073639,-0.7715558148885694,-0.8508634364170887,-1.3432326387478002,-0.5364465446332874,1.5662011198605699,1.1386256284582912,-0.5907443201967237,0.34682512498854945,0.671345751225073,-0.3807461774161067,2.006214507771983,0.03440807821909854
